drug_name,id,type,arg1,arg2
KALYDECO,RL3,Effect,M61,M64
AMYVID,RL1,Hypothetical,M37,M36
TIVICAY,RL1,Effect,M6,M4
TIVICAY,RL2,Effect,M6,M5
TIVICAY,RL3,Effect,M7,M4
TIVICAY,RL4,Effect,M7,M5
TIVICAY,RL5,Effect,M8,M4
TIVICAY,RL6,Effect,M8,M5
TIVICAY,RL7,Effect,M26,M25
TIVICAY,RL8,Effect,M29,M28
TIVICAY,RL9,Effect,M29,M27
TIVICAY,RL10,Effect,M53,M52
TIVICAY,RL11,Effect,M60,M59
TIVICAY,RL12,Effect,M61,M59
TIVICAY,RL13,Effect,M62,M59
TIVICAY,RL14,Effect,M64,M63
TIVICAY,RL15,Effect,M65,M63
TIVICAY,RL16,Hypothetical,M71,M70
TIVICAY,RL17,Hypothetical,M72,M75
TIVICAY,RL18,Hypothetical,M73,M75
TIVICAY,RL19,Hypothetical,M74,M75
TIVICAY,RL20,Hypothetical,M81,M80
TIVICAY,RL21,Hypothetical,M85,M94
TIVICAY,RL22,Hypothetical,M86,M94
TIVICAY,RL23,Hypothetical,M87,M94
TIVICAY,RL24,Hypothetical,M88,M94
TIVICAY,RL25,Hypothetical,M89,M94
TIVICAY,RL26,Hypothetical,M90,M94
TIVICAY,RL27,Hypothetical,M91,M94
TIVICAY,RL28,Hypothetical,M92,M94
TIVICAY,RL29,Hypothetical,M93,M94
TIVICAY,RL30,Hypothetical,M97,M96
TIVICAY,RL31,Hypothetical,M98,M96
TIVICAY,RL32,Hypothetical,M99,M96
TIVICAY,RL33,Hypothetical,M100,M96
TIVICAY,RL34,Hypothetical,M101,M96
TIVICAY,RL35,Hypothetical,M102,M96
TIVICAY,RL36,Hypothetical,M103,M96
ULESFIA,RL1,Hypothetical,M29,M28
ULESFIA,RL2,Hypothetical,M31,M32
ULESFIA,RL3,Effect,M35,M34
ULESFIA,RL4,Hypothetical,M43,M42
ULESFIA,RL5,Hypothetical,M45,M44
ULESFIA,RL6,Hypothetical,M47,M46
ULESFIA,RL7,Hypothetical,M48,M46
TRULICITY,RL1,Hypothetical,M2,M1
TRULICITY,RL2,Effect,M8,M7
TRULICITY,RL3,Effect,M39,M40
TRULICITY,RL4,Effect,M39,M41
TRULICITY,RL5,Effect,M39,M42
TRULICITY,RL6,Effect,M51,M50
TRULICITY,RL7,Effect,M54,M53
TRULICITY,RL8,Effect,M58,M57
TRULICITY,RL9,Effect,M61,M60
TRULICITY,RL10,Effect,M71,M72
TRULICITY,RL11,Effect,M74,M73
TRULICITY,RL12,Hypothetical,M87,M86
TRULICITY,RL13,Hypothetical,M89,M88
TRULICITY,RL14,Hypothetical,M91,M90
TRULICITY,RL15,Hypothetical,M92,M90
TRULICITY,RL16,Hypothetical,M93,M90
TRULICITY,RL17,Hypothetical,M95,M98
TRULICITY,RL18,Hypothetical,M95,M94
TRULICITY,RL19,Hypothetical,M96,M98
TRULICITY,RL20,Hypothetical,M96,M94
TRULICITY,RL21,Hypothetical,M97,M98
TRULICITY,RL22,Hypothetical,M97,M94
TRULICITY,RL23,Hypothetical,M99,M98
TRULICITY,RL24,Hypothetical,M101,M100
TRULICITY,RL25,Hypothetical,M102,M103
TRULICITY,RL26,Hypothetical,M105,M104
TRULICITY,RL27,Hypothetical,M105,M108
TRULICITY,RL28,Hypothetical,M106,M108
TRULICITY,RL29,Hypothetical,M106,M104
TRULICITY,RL30,Hypothetical,M107,M108
TRULICITY,RL31,Hypothetical,M107,M104
TRULICITY,RL32,Hypothetical,M109,M108
TRULICITY,RL33,Hypothetical,M116,M115
TRULICITY,RL34,Hypothetical,M117,M115
TRULICITY,RL35,Hypothetical,M118,M115
TRULICITY,RL36,Hypothetical,M119,M121
TRULICITY,RL37,Hypothetical,M119,M122
TRULICITY,RL38,Hypothetical,M120,M121
TRULICITY,RL39,Hypothetical,M120,M122
TRULICITY,RL40,Hypothetical,M124,M127
TRULICITY,RL41,Hypothetical,M124,M123
TRULICITY,RL42,Hypothetical,M125,M127
TRULICITY,RL43,Hypothetical,M125,M123
TRULICITY,RL44,Hypothetical,M126,M127
TRULICITY,RL45,Hypothetical,M126,M123
TRULICITY,RL46,Hypothetical,M128,M127
TRULICITY,RL47,Hypothetical,M130,M131
TRULICITY,RL48,Hypothetical,M136,M135
TRULICITY,RL49,Hypothetical,M139,M138
TRULICITY,RL50,Hypothetical,M140,M138
TRULICITY,RL51,Effect,M146,M147
TEFLARO,RL1,Effect,M39,M38
TEFLARO,RL2,Effect,M40,M38
TEFLARO,RL3,Hypothetical,M45,M52
TEFLARO,RL4,Effect,M46,M44
TEFLARO,RL5,Hypothetical,M46,M52
TEFLARO,RL6,Hypothetical,M47,M52
TEFLARO,RL7,Effect,M48,M44
TEFLARO,RL8,Hypothetical,M48,M52
TEFLARO,RL9,Hypothetical,M49,M52
TEFLARO,RL10,Effect,M51,M50
TEFLARO,RL11,Hypothetical,M51,M52
TEFLARO,RL12,Effect,M56,M55
TEFLARO,RL13,Negated,M62,M61
JARDIANCE,RL1,Hypothetical,M48,M47
JARDIANCE,RL2,Hypothetical,M59,M58
JARDIANCE,RL3,Effect,M75,M73
JARDIANCE,RL4,Effect,M80,M79
JARDIANCE,RL5,Negated,M105,M107
JARDIANCE,RL6,Hypothetical,M115,M116
JARDIANCE,RL7,Hypothetical,M120,M119
JARDIANCE,RL8,Hypothetical,M122,M121
JARDIANCE,RL9,Hypothetical,M124,M123
JARDIANCE,RL10,Hypothetical,M127,M126
JARDIANCE,RL11,Hypothetical,M128,M129
ULORIC,RL1,Effect,M201,M200
ULORIC,RL2,Effect,M203,M202
ULORIC,RL3,Effect,M208,M207
ULORIC,RL4,Effect,M230,M229
ULORIC,RL5,Effect,M232,M231
ULORIC,RL6,Effect,M235,M236
KYPROLIS,RL1,Effect,M146,M145
KYPROLIS,RL2,Effect,M147,M145
KYPROLIS,RL3,Effect,M148,M145
KYPROLIS,RL4,Effect,M149,M145
KYPROLIS,RL5,Effect,M265,M264
KYPROLIS,RL6,Effect,M266,M264
KYPROLIS,RL7,Effect,M267,M264
KYPROLIS,RL8,Effect,M268,M264
KYPROLIS,RL9,Effect,M269,M264
KYPROLIS,RL10,Effect,M270,M264
KYPROLIS,RL11,Effect,M271,M264
KYPROLIS,RL12,Effect,M272,M264
KYPROLIS,RL13,Effect,M273,M264
KYPROLIS,RL14,Effect,M274,M264
KYPROLIS,RL15,Effect,M275,M264
KYPROLIS,RL16,Effect,M276,M264
KYPROLIS,RL17,Effect,M277,M264
KYPROLIS,RL18,Effect,M278,M264
KYPROLIS,RL19,Effect,M279,M264
KYPROLIS,RL20,Effect,M280,M264
KYPROLIS,RL21,Effect,M281,M264
KYPROLIS,RL22,Effect,M282,M264
KYPROLIS,RL23,Hypothetical,M327,M326
KYPROLIS,RL24,Effect,M356,M359
KYPROLIS,RL25,Effect,M358,M359
KYPROLIS,RL26,Effect,M361,M362
KYPROLIS,RL27,Effect,M373,M374
KYPROLIS,RL28,Hypothetical,M394,M393
KYPROLIS,RL29,Hypothetical,M402,M401
KYPROLIS,RL30,Hypothetical,M403,M404
YERVOY,RL1,Effect,M26,M24
YERVOY,RL2,Effect,M26,M23
YERVOY,RL3,Effect,M29,M27
YERVOY,RL4,Negated,M54,M58
YERVOY,RL5,Negated,M55,M58
YERVOY,RL6,Negated,M56,M58
YERVOY,RL7,Negated,M57,M58
YERVOY,RL8,Hypothetical,M63,M61
YERVOY,RL9,Effect,M64,M62
YERVOY,RL10,Hypothetical,M64,M61
YERVOY,RL11,Effect,M68,M67
YERVOY,RL12,Hypothetical,M69,M66
YERVOY,RL13,Effect,M69,M67
YERVOY,RL14,Hypothetical,M70,M66
YERVOY,RL15,Effect,M70,M67
YERVOY,RL16,Hypothetical,M71,M66
YERVOY,RL17,Effect,M71,M67
YERVOY,RL18,Hypothetical,M72,M66
YERVOY,RL19,Effect,M72,M67
YERVOY,RL20,Hypothetical,M73,M66
YERVOY,RL21,Effect,M73,M67
YERVOY,RL22,Hypothetical,M74,M66
YERVOY,RL23,Effect,M74,M67
YERVOY,RL24,Hypothetical,M78,M76
YERVOY,RL25,Effect,M79,M77
YERVOY,RL26,Hypothetical,M79,M76
YERVOY,RL27,Effect,M82,M81
YERVOY,RL28,Hypothetical,M82,M80
YERVOY,RL29,Hypothetical,M83,M80
YERVOY,RL30,Effect,M83,M81
YERVOY,RL31,Hypothetical,M84,M80
YERVOY,RL32,Effect,M84,M81
YERVOY,RL33,Hypothetical,M85,M80
YERVOY,RL34,Effect,M85,M81
YERVOY,RL35,Hypothetical,M86,M80
YERVOY,RL36,Effect,M86,M81
YERVOY,RL37,Hypothetical,M87,M80
YERVOY,RL38,Effect,M87,M81
YERVOY,RL39,Hypothetical,M88,M80
YERVOY,RL40,Effect,M88,M81
YERVOY,RL41,Hypothetical,M92,M90
YERVOY,RL42,Hypothetical,M93,M90
YERVOY,RL43,Effect,M93,M91
YERVOY,RL44,Effect,M100,M101
YERVOY,RL45,Effect,M100,M106
YERVOY,RL46,Effect,M100,M105
YERVOY,RL47,Effect,M100,M107
YERVOY,RL48,Effect,M102,M106
YERVOY,RL49,Effect,M102,M105
YERVOY,RL50,Effect,M102,M107
YERVOY,RL51,Effect,M103,M106
YERVOY,RL52,Effect,M103,M105
YERVOY,RL53,Effect,M103,M107
YERVOY,RL54,Effect,M104,M106
YERVOY,RL55,Effect,M104,M107
YERVOY,RL56,Effect,M104,M105
YERVOY,RL57,Effect,M108,M98
YERVOY,RL58,Effect,M108,M97
YERVOY,RL59,Effect,M110,M111
YERVOY,RL60,Effect,M110,M115
YERVOY,RL61,Effect,M112,M115
YERVOY,RL62,Effect,M113,M115
YERVOY,RL63,Effect,M114,M115
YERVOY,RL64,Effect,M116,M109
YERVOY,RL65,Effect,M120,M119
YERVOY,RL66,Effect,M124,M122
YERVOY,RL67,Effect,M124,M121
YERVOY,RL68,Effect,M124,M123
YERVOY,RL69,Effect,M126,M125
YERVOY,RL70,Effect,M130,M128
YERVOY,RL71,Effect,M130,M127
YERVOY,RL72,Effect,M130,M129
YERVOY,RL73,Effect,M132,M131
YERVOY,RL74,Effect,M136,M135
YERVOY,RL75,Effect,M136,M134
YERVOY,RL76,Effect,M136,M133
YERVOY,RL77,Effect,M140,M139
YERVOY,RL78,Effect,M140,M137
YERVOY,RL79,Effect,M140,M138
YERVOY,RL80,Effect,M142,M141
YERVOY,RL81,Effect,M146,M144
YERVOY,RL82,Effect,M146,M143
YERVOY,RL83,Effect,M147,M149
YERVOY,RL84,Effect,M147,M154
YERVOY,RL85,Effect,M147,M152
YERVOY,RL86,Effect,M147,M153
YERVOY,RL87,Effect,M148,M149
YERVOY,RL88,Effect,M148,M154
YERVOY,RL89,Effect,M148,M152
YERVOY,RL90,Effect,M148,M153
YERVOY,RL91,Effect,M150,M151
YERVOY,RL92,Effect,M150,M154
YERVOY,RL93,Effect,M150,M152
YERVOY,RL94,Effect,M150,M153
YERVOY,RL95,Effect,M158,M157
YERVOY,RL96,Effect,M160,M162
YERVOY,RL97,Effect,M160,M165
YERVOY,RL98,Effect,M161,M162
YERVOY,RL99,Effect,M161,M165
YERVOY,RL100,Effect,M163,M164
YERVOY,RL101,Effect,M163,M165
YERVOY,RL102,Effect,M168,M167
YERVOY,RL103,Effect,M173,M171
YERVOY,RL104,Effect,M173,M170
YERVOY,RL105,Effect,M174,M182
YERVOY,RL106,Effect,M174,M181
YERVOY,RL107,Effect,M174,M183
YERVOY,RL108,Effect,M175,M183
YERVOY,RL109,Effect,M175,M182
YERVOY,RL110,Effect,M176,M182
YERVOY,RL111,Effect,M176,M183
YERVOY,RL112,Effect,M176,M181
YERVOY,RL113,Effect,M177,M182
YERVOY,RL114,Effect,M177,M181
YERVOY,RL115,Effect,M177,M183
YERVOY,RL116,Effect,M178,M182
YERVOY,RL117,Effect,M178,M181
YERVOY,RL118,Effect,M178,M183
YERVOY,RL119,Effect,M179,M182
YERVOY,RL120,Effect,M179,M181
YERVOY,RL121,Effect,M179,M183
YERVOY,RL122,Effect,M180,M182
YERVOY,RL123,Effect,M180,M183
YERVOY,RL124,Effect,M180,M181
YERVOY,RL125,Effect,M187,M186
YERVOY,RL126,Effect,M190,M189
YERVOY,RL127,Effect,M190,M188
YERVOY,RL128,Effect,M194,M193
YERVOY,RL129,Effect,M194,M192
YERVOY,RL130,Effect,M194,M191
YERVOY,RL131,Effect,M196,M195
YERVOY,RL132,Effect,M198,M197
YERVOY,RL133,Effect,M200,M199
YERVOY,RL134,Effect,M205,M204
YERVOY,RL135,Effect,M205,M203
YERVOY,RL136,Effect,M210,M213
YERVOY,RL137,Effect,M210,M211
YERVOY,RL138,Effect,M210,M212
YERVOY,RL139,Effect,M210,M209
YERVOY,RL140,Effect,M210,M208
YERVOY,RL141,Effect,M220,M219
YERVOY,RL142,Effect,M222,M221
YERVOY,RL143,Effect,M222,M223
YERVOY,RL144,Effect,M231,M230
YERVOY,RL145,Effect,M231,M229
YERVOY,RL146,Effect,M234,M233
YERVOY,RL147,Effect,M234,M232
GADAVIST,RL1,Hypothetical,M66,M65
GADAVIST,RL2,Hypothetical,M66,M64
GADAVIST,RL3,Hypothetical,M69,M68
GADAVIST,RL4,Hypothetical,M71,M68
GADAVIST,RL5,Effect,M71,M70
GADAVIST,RL6,Hypothetical,M73,M72
GADAVIST,RL7,Hypothetical,M77,M76
GADAVIST,RL8,Hypothetical,M79,M78
GADAVIST,RL9,Effect,M83,M86
GADAVIST,RL10,Effect,M83,M87
GADAVIST,RL11,Effect,M84,M86
GADAVIST,RL12,Effect,M85,M86
GADAVIST,RL13,Effect,M85,M87
GADAVIST,RL14,Hypothetical,M90,M89
GADAVIST,RL15,Hypothetical,M91,M89
GADAVIST,RL16,Hypothetical,M93,M92
GADAVIST,RL17,Hypothetical,M96,M95
GADAVIST,RL18,Hypothetical,M98,M95
GADAVIST,RL19,Effect,M98,M97
GADAVIST,RL20,Effect,M99,M101
GADAVIST,RL21,Effect,M99,M102
GADAVIST,RL22,Effect,M100,M101
GADAVIST,RL23,Effect,M100,M102
GADAVIST,RL24,Hypothetical,M104,M105
GADAVIST,RL25,Hypothetical,M106,M107
GADAVIST,RL26,Effect,M106,M108
OTEZLA,RL1,Effect,M17,M16
OTEZLA,RL2,Effect,M18,M16
OTEZLA,RL3,Effect,M20,M19
OTEZLA,RL4,Effect,M22,M21
OTEZLA,RL5,Effect,M46,M45
OTEZLA,RL6,Effect,M73,M74
OTEZLA,RL7,Negated,M77,M78
OTEZLA,RL8,Effect,M81,M82
OTEZLA,RL9,Negated,M86,M85
OTEZLA,RL10,Effect,M88,M89
OTEZLA,RL11,Effect,M90,M91
DYSPORT,RL1,Effect,M76,M75
DYSPORT,RL2,Effect,M124,M125
DYSPORT,RL3,Effect,M124,M126
DYSPORT,RL4,Hypothetical,M175,M174
DYSPORT,RL5,Hypothetical,M177,M176
DYSPORT,RL6,Hypothetical,M178,M176
DYSPORT,RL7,Hypothetical,M179,M176
DYSPORT,RL8,Hypothetical,M180,M176
DYSPORT,RL9,Hypothetical,M181,M176
DYSPORT,RL10,Hypothetical,M182,M176
DYSPORT,RL11,Hypothetical,M183,M176
DYSPORT,RL12,Hypothetical,M184,M176
DYSPORT,RL13,Hypothetical,M185,M176
DYSPORT,RL14,Hypothetical,M186,M176
DYSPORT,RL15,Hypothetical,M192,M191
DYSPORT,RL16,Hypothetical,M200,M199
DYSPORT,RL17,Negated,M203,M202
DYSPORT,RL18,Negated,M204,M202
DYSPORT,RL19,Hypothetical,M205,M206
DYSPORT,RL20,Hypothetical,M208,M207
DYSPORT,RL21,Hypothetical,M209,M207
DYSPORT,RL22,Hypothetical,M210,M207
DYSPORT,RL23,Hypothetical,M211,M207
DYSPORT,RL24,Hypothetical,M212,M207
DYSPORT,RL25,Hypothetical,M213,M207
DYSPORT,RL26,Hypothetical,M214,M207
DYSPORT,RL27,Hypothetical,M215,M207
DYSPORT,RL28,Hypothetical,M216,M207
DYSPORT,RL29,Hypothetical,M217,M207
DYSPORT,RL30,Hypothetical,M224,M223
DYSPORT,RL31,Hypothetical,M225,M223
DYSPORT,RL32,Effect,M228,M227
DYSPORT,RL33,Hypothetical,M230,M231
DYSPORT,RL34,Effect,M233,M232
DYSPORT,RL35,Hypothetical,M235,M234
DYSPORT,RL36,Effect,M238,M237
DYSPORT,RL37,Hypothetical,M238,M236
DYSPORT,RL38,Effect,M240,M239
DYSPORT,RL39,Effect,M247,M246
DYSPORT,RL40,Hypothetical,M247,M245
DYSPORT,RL41,Hypothetical,M250,M249
DYSPORT,RL42,Hypothetical,M252,M251
DYSPORT,RL43,Negated,M255,M254
DYSPORT,RL44,Negated,M256,M254
FIRAZYR,RL1,Negated,M14,M13
FIRAZYR,RL2,Negated,M15,M13
INVOKANA,RL1,Effect,M34,M33
INVOKANA,RL2,Hypothetical,M45,M44
INVOKANA,RL3,Hypothetical,M57,M56
INVOKANA,RL4,Effect,M63,M62
INVOKANA,RL5,Effect,M67,M66
INVOKANA,RL6,Effect,M69,M68
INVOKANA,RL7,Effect,M72,M71
INVOKANA,RL8,Effect,M74,M73
INVOKANA,RL9,Effect,M101,M100
INVOKANA,RL10,Effect,M105,M107
INVOKANA,RL11,Effect,M108,M111
INVOKANA,RL12,Effect,M109,M110
INVOKANA,RL13,Effect,M120,M121
INVOKANA,RL14,Effect,M120,M122
INVOKANA,RL15,Effect,M124,M125
INVOKANA,RL16,Effect,M124,M126
INVOKANA,RL17,Effect,M127,M128
INVOKANA,RL18,Effect,M127,M129
INVOKANA,RL19,Effect,M131,M133
INVOKANA,RL20,Effect,M131,M134
INVOKANA,RL21,Effect,M132,M135
INVOKANA,RL22,Effect,M132,M136
INVOKANA,RL23,Effect,M137,M139
INVOKANA,RL24,Effect,M138,M140
INVOKANA,RL25,Hypothetical,M150,M151
INVOKANA,RL26,Hypothetical,M154,M155
INVOKANA,RL27,Hypothetical,M157,M156
INVOKANA,RL28,Hypothetical,M159,M158
INVOKANA,RL29,Hypothetical,M161,M160
INVOKANA,RL30,Hypothetical,M163,M162
INVOKANA,RL31,Effect,M166,M168
INVOKANA,RL32,Hypothetical,M170,M169
XTANDI,RL1,Effect,M134,M132
XTANDI,RL2,Effect,M135,M131
XTANDI,RL3,Effect,M136,M133
XTANDI,RL4,Effect,M140,M139
XTANDI,RL5,Effect,M141,M137
XTANDI,RL6,Effect,M142,M138
XTANDI,RL7,Effect,M146,M145
XTANDI,RL8,Effect,M147,M143
XTANDI,RL9,Effect,M148,M144
XTANDI,RL10,Effect,M152,M151
XTANDI,RL11,Effect,M153,M149
XTANDI,RL12,Effect,M154,M150
XTANDI,RL13,Negated,M164,M163
XTANDI,RL14,Negated,M165,M163
XTANDI,RL15,Negated,M173,M172
XTANDI,RL16,Negated,M178,M177
AFINITOR,RL1,Effect,M31,M30
AFINITOR,RL2,Effect,M31,M29
AFINITOR,RL3,Effect,M32,M30
AFINITOR,RL4,Effect,M32,M29
AFINITOR,RL5,Effect,M33,M29
AFINITOR,RL6,Effect,M33,M30
AFINITOR,RL7,Effect,M34,M29
AFINITOR,RL8,Effect,M34,M30
AFINITOR,RL9,Effect,M35,M29
AFINITOR,RL10,Effect,M35,M30
AFINITOR,RL11,Effect,M36,M29
AFINITOR,RL12,Effect,M36,M30
AFINITOR,RL13,Effect,M37,M30
AFINITOR,RL14,Effect,M37,M29
AFINITOR,RL15,Effect,M139,M136
AFINITOR,RL16,Effect,M139,M137
AFINITOR,RL17,Effect,M139,M138
AFINITOR,RL18,Effect,M140,M136
AFINITOR,RL19,Effect,M140,M137
AFINITOR,RL20,Effect,M140,M138
AFINITOR,RL21,Effect,M151,M150
AFINITOR,RL22,Effect,M151,M149
AFINITOR,RL23,Effect,M151,M148
AFINITOR,RL24,Effect,M152,M150
AFINITOR,RL25,Effect,M152,M149
AFINITOR,RL26,Effect,M152,M148
AFINITOR,RL27,Effect,M153,M148
AFINITOR,RL28,Effect,M153,M149
AFINITOR,RL29,Effect,M153,M150
AFINITOR,RL30,Effect,M154,M149
AFINITOR,RL31,Effect,M154,M148
AFINITOR,RL32,Effect,M154,M150
AFINITOR,RL33,Effect,M155,M148
AFINITOR,RL34,Effect,M155,M149
AFINITOR,RL35,Effect,M155,M150
AFINITOR,RL36,Effect,M156,M148
AFINITOR,RL37,Effect,M156,M149
AFINITOR,RL38,Effect,M156,M150
AFINITOR,RL39,Effect,M157,M148
AFINITOR,RL40,Effect,M157,M149
AFINITOR,RL41,Effect,M157,M150
AFINITOR,RL42,Effect,M159,M148
AFINITOR,RL43,Effect,M159,M149
AFINITOR,RL44,Effect,M159,M150
AFINITOR,RL45,Effect,M160,M149
AFINITOR,RL46,Effect,M160,M148
AFINITOR,RL47,Effect,M160,M150
AFINITOR,RL48,Negated,M170,M172
AFINITOR,RL49,Negated,M171,M172
AFINITOR,RL50,Effect,M181,M179
AFINITOR,RL51,Effect,M181,M180
AFINITOR,RL52,Effect,M281,M280
AFINITOR,RL53,Effect,M281,M279
AFINITOR,RL54,Effect,M281,M278
AFINITOR,RL55,Effect,M282,M280
AFINITOR,RL56,Effect,M282,M279
AFINITOR,RL57,Effect,M282,M278
AFINITOR,RL58,Effect,M283,M278
AFINITOR,RL59,Effect,M283,M279
AFINITOR,RL60,Effect,M283,M280
AFINITOR,RL61,Effect,M284,M280
AFINITOR,RL62,Effect,M284,M279
AFINITOR,RL63,Effect,M284,M278
AFINITOR,RL64,Effect,M285,M280
AFINITOR,RL65,Effect,M285,M279
AFINITOR,RL66,Effect,M285,M278
AFINITOR,RL67,Effect,M286,M280
AFINITOR,RL68,Effect,M286,M279
AFINITOR,RL69,Effect,M286,M278
AFINITOR,RL70,Effect,M287,M280
AFINITOR,RL71,Effect,M287,M279
AFINITOR,RL72,Effect,M287,M278
AFINITOR,RL73,Effect,M288,M280
AFINITOR,RL74,Effect,M288,M278
AFINITOR,RL75,Effect,M288,M279
AFINITOR,RL76,Effect,M297,M296
AFINITOR,RL77,Effect,M297,M295
AFINITOR,RL78,Effect,M297,M294
AFINITOR,RL79,Effect,M298,M296
AFINITOR,RL80,Effect,M298,M295
AFINITOR,RL81,Effect,M298,M294
AFINITOR,RL82,Effect,M299,M296
AFINITOR,RL83,Effect,M299,M295
AFINITOR,RL84,Effect,M299,M294
AFINITOR,RL85,Effect,M300,M296
AFINITOR,RL86,Effect,M300,M295
AFINITOR,RL87,Effect,M300,M294
AFINITOR,RL88,Effect,M301,M296
AFINITOR,RL89,Effect,M301,M294
AFINITOR,RL90,Effect,M301,M295
AFINITOR,RL91,Effect,M467,M464
AFINITOR,RL92,Effect,M467,M466
AFINITOR,RL93,Effect,M467,M465
AFINITOR,RL94,Effect,M468,M464
AFINITOR,RL95,Effect,M468,M465
AFINITOR,RL96,Effect,M468,M466
AFINITOR,RL97,Effect,M469,M466
AFINITOR,RL98,Effect,M469,M464
AFINITOR,RL99,Effect,M469,M465
AFINITOR,RL100,Effect,M470,M466
AFINITOR,RL101,Effect,M470,M465
AFINITOR,RL102,Effect,M470,M464
AFINITOR,RL103,Effect,M471,M466
AFINITOR,RL104,Effect,M471,M464
AFINITOR,RL105,Effect,M471,M465
AFINITOR,RL106,Effect,M472,M466
AFINITOR,RL107,Effect,M472,M464
AFINITOR,RL108,Effect,M472,M465
AFINITOR,RL109,Effect,M473,M466
AFINITOR,RL110,Effect,M473,M464
AFINITOR,RL111,Effect,M473,M465
AFINITOR,RL112,Effect,M479,M477
AFINITOR,RL113,Effect,M479,M476
AFINITOR,RL114,Effect,M479,M478
AFINITOR,RL115,Hypothetical,M553,M552
AFINITOR,RL116,Hypothetical,M566,M565
AFINITOR,RL117,Hypothetical,M571,M574
AFINITOR,RL118,Hypothetical,M572,M574
AFINITOR,RL119,Hypothetical,M573,M574
AFINITOR,RL120,Hypothetical,M576,M577
AFINITOR,RL121,Effect,M582,M581
AFINITOR,RL122,Effect,M583,M580
AFINITOR,RL123,Hypothetical,M589,M588
AFINITOR,RL124,Hypothetical,M590,M588
AFINITOR,RL125,Hypothetical,M591,M588
AFINITOR,RL126,Effect,M604,M605
AFINITOR,RL127,Hypothetical,M613,M612
AFINITOR,RL128,Hypothetical,M614,M612
AFINITOR,RL129,Hypothetical,M615,M612
AFINITOR,RL130,Hypothetical,M616,M612
AFINITOR,RL131,Effect,M623,M621
AFINITOR,RL132,Effect,M623,M622
AFINITOR,RL133,Effect,M646,M645
AFINITOR,RL134,Hypothetical,M648,M647
AFINITOR,RL135,Hypothetical,M649,M650
ENTEREG,RL1,Hypothetical,M4,M3
ENTEREG,RL2,Hypothetical,M6,M5
ENTEREG,RL3,Negated,M9,M8
ENTEREG,RL4,Hypothetical,M11,M10
ENTEREG,RL5,Hypothetical,M15,M14
ENTEREG,RL6,Hypothetical,M16,M14
ENTEREG,RL7,Hypothetical,M17,M14
ENTEREG,RL8,Hypothetical,M18,M14
COARTEM,RL1,Effect,M123,M122
COARTEM,RL2,Hypothetical,M127,M126
DALVANCE,RL1,Effect,M42,M43
DALVANCE,RL2,Effect,M45,M46
DALVANCE,RL3,Effect,M49,M50
DALVANCE,RL4,Negated,M49,M48
DALVANCE,RL5,Effect,M52,M51
DALVANCE,RL6,Effect,M53,M51
DALVANCE,RL7,Hypothetical,M55,M56
DALVANCE,RL8,Effect,M61,M60
DALVANCE,RL9,Effect,M62,M60
DALVANCE,RL10,Hypothetical,M65,M64
DALVANCE,RL11,Hypothetical,M66,M64
DALVANCE,RL12,Hypothetical,M67,M64
DALVANCE,RL13,Hypothetical,M68,M64
DALVANCE,RL14,Hypothetical,M69,M64
DALVANCE,RL15,Effect,M70,M72
DALVANCE,RL16,Effect,M71,M72
DALVANCE,RL17,Effect,M79,M78
FERRIPROX,RL1,Hypothetical,M112,M111
FERRIPROX,RL2,Effect,M115,M114
FERRIPROX,RL3,Hypothetical,M115,M113
FERRIPROX,RL4,Hypothetical,M116,M113
FERRIPROX,RL5,Hypothetical,M117,M118
FERRIPROX,RL6,Hypothetical,M123,M122
FERRIPROX,RL7,Effect,M126,M125
FERRIPROX,RL8,Hypothetical,M126,M124
FERRIPROX,RL9,Hypothetical,M127,M124
FERRIPROX,RL10,Hypothetical,M128,M129
FERRIPROX,RL11,Hypothetical,M132,M131
FERRIPROX,RL12,Hypothetical,M133,M135
FERRIPROX,RL13,Hypothetical,M134,M135
FERRIPROX,RL14,Hypothetical,M137,M136
FERRIPROX,RL15,Hypothetical,M139,M138
FERRIPROX,RL16,Hypothetical,M146,M148
FERRIPROX,RL17,Hypothetical,M147,M148
FERRIPROX,RL18,Hypothetical,M150,M149
FERRIPROX,RL19,Hypothetical,M152,M151
FERRIPROX,RL20,Hypothetical,M153,M151
PRADAXA,RL1,Effect,M12,M11
PRADAXA,RL2,Effect,M15,M14
PRADAXA,RL3,Effect,M17,M18
PRADAXA,RL4,Effect,M27,M26
PRADAXA,RL5,Effect,M29,M28
PRADAXA,RL6,Effect,M31,M32
PRADAXA,RL7,Effect,M43,M42
PRADAXA,RL8,Effect,M50,M49
PRADAXA,RL9,Negated,M54,M53
PRADAXA,RL10,Effect,M56,M55
PRADAXA,RL11,Effect,M67,M66
PRADAXA,RL12,Hypothetical,M67,M65
PRADAXA,RL13,Effect,M69,M68
PRADAXA,RL14,Effect,M71,M70
PRADAXA,RL15,Effect,M95,M94
PRADAXA,RL16,Effect,M109,M110
PRADAXA,RL17,Effect,M118,M117
PRADAXA,RL18,Effect,M122,M121
PRADAXA,RL19,Effect,M132,M131
PRADAXA,RL20,Effect,M136,M135
PRADAXA,RL21,Effect,M146,M145
PRADAXA,RL22,Effect,M148,M147
PRADAXA,RL23,Effect,M155,M152
PRADAXA,RL24,Hypothetical,M182,M184
PRADAXA,RL25,Hypothetical,M183,M184
