drug,adverse_event,comp_term,is_overlapping
INVOKANA,candidal balanitis,infections candidal balanitis balanoposthitis,1
INVOKANA,candidal balanitis,candidal balanitis balanoposthitis occurred,1
INVOKANA,candidal balanitis,infections candidal balanitis,1
INVOKANA,candidal balanitis,candidal balanitis balanoposthitis occurred,1
INVOKANA,candidal balanitis,male genital mycotic infections candidal,1
INVOKANA,balanoposthitis,balanoposthitis occurred in,1
INVOKANA,balanoposthitis,balanoposthitis occurred in and of males,1
INVOKANA,balanoposthitis,balanoposthitis occurred,1
INVOKANA,balanoposthitis,treated with,0
INVOKANA,Male genital mycotic infections,and INVOKANA mg Male genital mycotic infections,1
INVOKANA,Male genital mycotic infections,males with,0
INVOKANA,Male genital mycotic infections,prior history of balanitis or bal,0
INVOKANA,phimosis,phimosis was reported in of,1
INVOKANA,phimosis,analysis of controlled phimosis,1
INVOKANA,phimosis,phimosis was reported in of,1
INVOKANA,phimosis,pooled analysis of controlled phimosis was reported in,1
INVOKANA,phimosis,phimosis was reported in of,1
INVOKANA,phimosis,phimosis was reported,1
INVOKANA,phimosis,Precautions Hypoglycemia,0
INVOKANA,phimosis,phimosis see Warnings and Precautions Hypoglycemia,1
INVOKANA,phimosis,In all clinical trials,0
INVOKANA,phimosis,circumcision to treat phimosis see Warnings and,1
INVOKANA,phimosis,In all clinical trials,0
INVOKANA,phimosis,phimosis,1
INVOKANA,phimosis,circumcision to treat phimosis see,1
INVOKANA,phimosis,phimosis,1
INVOKANA,phimosis,treat,0
INVOKANA,phimosis,phimosis see Warnings,1
INVOKANA,phimosis,all clinical trials hypo,0
INVOKANA,hypoglycemia,hypoglycemia occurred at a higher rate,1
INVOKANA,Hypoglycemia,Table Incidence,0
INVOKANA,Hypoglycemia,Hypoglycemia Number,1
INVOKANA,Hypoglycemia,Table Incidence,0
INVOKANA,Hypoglycemia,Hypoglycemia Number,1
INVOKANA,Hypoglycemia,Table Incidence,0
INVOKANA,hypoglycemia,hypoglycemia based on either biochemically documented,1
INVOKANA,hypoglycemic events,biochemically documented episodes or hypoglycemic events,1
INVOKANA,hypoglycemic events,hypoglycemic,1
INVOKANA,hypoglycemic events,hypoglycemic events in the,1
INVOKANA,hypoglycemic events,intenttotreat,0
INVOKANA,hypoglycemic events,documented episodes or hypoglycemic,1
INVOKANA,hypoglycemic events,episodes or hypoglycemic,1
INVOKANA,hypoglycemic events,the intenttotreat population in,0
INVOKANA,bone fractures,rates of bone fractures,1
INVOKANA,bone fractures,The,0
INVOKANA,bone fractures,incidence rates of bone,1
INVOKANA,bone fractures,INVOKANA mg,0
INVOKANA,bone fractures,bone fractures were and per,1
INVOKANA,bone fractures,of exposure to INVOKANA of weeks,0
INVOKANA,bone fractures,bone fractures were and,1
INVOKANA,Fractures,Fractures were,1
INVOKANA,Fractures,bone fractures were and,1
INVOKANA,Fractures,entyears of exposure in the comparator INVOKANA mg and INVOKANA mg,0
INVOKANA,Fractures,observed as,0
INVOKANA,Fractures,weeks after treatment initiation and were more likely,0
INVOKANA,Fractures,mg groups Fractures were observed,1
INVOKANA,Fractures,weeks after treatment initiation and were more likely,0
INVOKANA,Fractures,Fractures were observed as early,1
INVOKANA,Fractures,Fractures were observed as,1
INVOKANA,Fractures,INVOKANA mg groups,0
INVOKANA,Fractures,respectively,0
INVOKANA,Fractures,Fractures were observed as early as,1
INVOKANA,Fractures,respectively,0
INVOKANA,Fractures,in the comparator,0
INVOKANA,Fractures,observed as early as weeks after treatment initiation and were,0
INVOKANA,Fractures,observed,0
INVOKANA,Fractures,INVOKANA mg groups Fractures were observed,1
INVOKANA,Fractures,observed,0
INVOKANA,Fractures,exposure in the comparator INVOKANA,0
INVOKANA,Fractures,Fractures,1
INVOKANA,Fractures,initiation and were more,0
INVOKANA,increases in serum potassium,than mLmin increases in serum potassium to greater than mEqL,1
INVOKANA,increases in serum potassium,initiation and were more,0
INVOKANA,increases in serum potassium,and of patients,0
INVOKANA,increases in serum potassium,than mLmin increases,1
INVOKANA,increases in serum potassium,than mLmin increases in serum potassium,1
INVOKANA,increases in serum potassium,than mLmin increases,1
INVOKANA,increases in serum potassium,mLmin increases in,1
INVOKANA,increases in serum potassium,to less than mLmin increases in,1
INVOKANA,increases in serum potassium,less than mLmin increases in serum potassium to greater than mEqL,1
INVOKANA,increases in serum potassium,to less than mLmin increases in,1
INVOKANA,increases in serum potassium,than mLmin increases in serum potassium,1
INVOKANA,increases in serum potassium,increases,1
INVOKANA,increases in serum potassium,and above baseline occurred in and of patients treat,0
INVOKANA,increases in serum potassium,above baseline occurred in,0
INVOKANA,increases in serum potassium,than mLmin increases in serum,1
INVOKANA,increases in serum potassium,greater than mEqL and above baseline occurred in and,0
INVOKANA,increases in serum potassium,greater than mEqL and above baseline occurred in and,0
INVOKANA,increases in serum potassium,less than mLmin increases in serum potassium to greater than mEqL,1
INVOKANA,increases in serum potassium,greater than mEqL and above baseline occurred in and,0
INVOKANA,increases in serum potassium,to less than mLmin increases in serum potassium to greater than mEqL and,1
INVOKANA,increases in serum potassium,greater than mEqL and above baseline occurred in and,0
INVOKANA,increases in potassium,potassium at baseline Among patients with,0
INVOKANA,increases in potassium,INVOKANA mg In these increases in potassium were more commonly,1
INVOKANA,increases in potassium,potassium at baseline Among patients with,0
INVOKANA,increases in serum magnesium,in serum magnesium were,1
INVOKANA,increases in serum magnesium,serum magnesium were observed,1
INVOKANA,serum magnesium levels increased,levels increased by and,1
INVOKANA,serum magnesium levels increased,impairment see Clinical serum magnesium,1
INVOKANA,serum magnesium levels increased,magnesium levels increased by,1
INVOKANA,serum magnesium levels increased,see Clinical serum,1
INVOKANA,serum magnesium levels increased,magnesium levels increased by,1
INVOKANA,serum magnesium levels increased,Clinical serum,1
INVOKANA,serum magnesium levels increased,In a trial,0
INVOKANA,serum magnesium levels increased,impairment see Clinical serum magnesium levels increased,1
INVOKANA,serum magnesium levels increased,In a trial,0
INVOKANA,serum magnesium levels increased,renal impairment see Clinical serum magnesium,1
INVOKANA,serum magnesium levels increased,renal impairment see Clinical serum magnesium levels increased by and with placebo INVOKANA,1
INVOKANA,serum magnesium levels increased,renal impairment see Clinical serum magnesium,1
INVOKANA,increases in serum phosphate,INVOKANA mg respectively Increases in Serum Phosphate Doserelated,0
INVOKANA,increases in serum phosphate,increases in serum phosphate,1
INVOKANA,increases in serum phosphate,INVOKANA mg respectively Increases in Serum Phosphate Doserelated,0
INVOKANA,increases in serum phosphate,increases in serum phosphate levels,1
INVOKANA,increases in serum phosphate,INVOKANA mg respectively Increases in Serum Phosphate Doserelated,0
INVOKANA,increases in serum phosphate,serum phosphate levels,1
INVOKANA,increases in serum phosphate,Phosphate increases in serum,1
INVOKANA,increases in serum phosphate,were observed with INVOKANA,0
INVOKANA,increases in serum phosphate,Increases in Serum Phosphate increases in serum phosphate levels were,1
INVOKANA,increases in serum phosphate,were observed with INVOKANA,0
INVOKANA,change in serum phosphate levels,the mean change in serum phosphate levels were and with INVOKANA,1
INVOKANA,change in serum phosphate levels,were observed with INVOKANA,0
INVOKANA,change in serum phosphate levels,mean change in serum phosphate levels were and,1
INVOKANA,change in serum phosphate levels,were observed with INVOKANA,0
INVOKANA,change in serum phosphate levels,serum phosphate levels were and with INVOKANA,1
INVOKANA,change in serum phosphate levels,the mean change in serum phosphate levels were and with INVOKANA,1
INVOKANA,change in serum phosphate levels,serum phosphate levels were and with INVOKANA,1
INVOKANA,change in serum phosphate levels,controlled trials the mean change,1
INVOKANA,change in serum phosphate levels,in serum phosphate levels,1
INVOKANA,change in serum phosphate levels,in serum phosphate levels were and with INVOKANA,1
INVOKANA,change in serum phosphate levels,phosphate levels,1
INVOKANA,change in serum phosphate levels,controlled trials the mean change in serum,1
INVOKANA,increases in LDL-C,Cholesterol nonHDLC In the pool of four placebocontrolled trials doserelated,0
INVOKANA,increases in LDL-C,increases in LDL-C with,1
INVOKANA,increases in non-HDL-C,percent changes,0
INVOKANA,hemoglobin above the upper limit of normal,and INVOKANA mg respectively had,0
INVOKANA,hemoglobin above the upper limit of normal,INVOKANA mg respectively hemoglobin above the upper limit of normal Decreases in,1
INVOKANA,hemoglobin above the upper limit of normal,and INVOKANA mg respectively had,0
INVOKANA,hemoglobin above the upper limit of normal,INVOKANA mg respectively hemoglobin above the upper limit of normal Decreases in,1
INVOKANA,hemoglobin above the upper limit of normal,and INVOKANA mg respectively had,0
INVOKANA,hemoglobin above the upper limit of normal,had,0
INVOKANA,hemoglobin above the upper limit of normal,Density Bone mineral density BMD was,0
INVOKANA,hemoglobin above the upper limit of normal,upper limit of normal Decreases in Bone Mineral Density,1
INVOKANA,declines in BMD at the total hip,and respectively Additionall,0
INVOKANA,declines in BMD at the total hip,mg had declines in,1
INVOKANA,Hypotension,dverse reac tions,1
INVOKANA,Hypotension,dverse reac tions,1
INVOKANA,Hypotension,following important dverse reac,1
INVOKANA,Hypotension,dverse reac tions,1
INVOKANA,Hypotension,The following,0
INVOKANA,Hypotension,are described below and elsewhere in the labeling,0
INVOKANA,Impairment in Renal Function,emia,1
INVOKANA,Impairment in Renal Function,Hypoglyc,0
INVOKANA,Impairment in Renal Function,s and Precautions Hyperkalemia see Warnings and,0
INVOKANA,Impairment in Renal Function,Use wi th Insulin,1
INVOKANA,Impairment in Renal Function,Use wi th Insulin,1
INVOKANA,Impairment in Renal Function,and Precautions emia with Concomitant,1
INVOKANA,Impairment in Renal Function,Insulin Secretagogues,0
INVOKANA,Impairment in Renal Function,Warnings and Precautions Genital Mycotic I,0
INVOKANA,Impairment in Renal Function,and Precautions,0
INVOKANA,Impairment in Renal Function,Precautions Hyperkalemia see Warnings and Precautions,0
INVOKANA,Hyperkalemia,Genital Mycotic,0
INVOKANA,Hyperkalemia,] * H ypersensitivity Reactions,1
INVOKANA,Hyperkalemia,and ),1
INVOKANA,Hyperkalemia,and Precautions Genital Mycotic Infections see,0
INVOKANA,Hyperkalemia,"and )  ]  
 *  H ypersensitivity Reactions see",1
INVOKANA,Hyperkalemia,and Precautions Genital Mycotic Infections see,0
INVOKANA,Hyperkalemia,"Warnings and )  ]  
 *  H ypersensitivity Reactions see",1
INVOKANA,Hyperkalemia,and Precautions Genital Mycotic Infections see,0
INVOKANA,Hyperkalemia,* H ypersensitivity Reactions see,1
INVOKANA,Hyperkalemia,* H ypersensitivity,1
INVOKANA,Hypoglycemia,Precautions Increases in nsity Lipopr,1
INVOKANA,Hypoglycemia,in nsity Lipopr,1
INVOKANA,Hypoglycemia,nsity Lipopr otein LDLC see Warnings,1
INVOKANA,Hypoglycemia,adverse,0
INVOKANA,Hypoglycemia,Bone Fracture see,0
INVOKANA,Hypoglycemia,nsity Lipopr otein,1
INVOKANA,Hypoglycemia,Bone Fracture see,0
INVOKANA,Hypoglycemia,LowDe,0
INVOKANA,Hypoglycemia,and Precautions Increases in nsity Lipopr,1
INVOKANA,Hypoglycemia,otein LDLC see Warnings and,0
INVOKANA,Genital mycotic infections,reactions associated with,0
INVOKANA,Genital mycotic infections,"or greater incidence female enital mycotic infections,",1
INVOKANA,Genital mycotic infections,enital,1
INVOKANA,Genital mycotic infections,tract,0
INVOKANA,Genital mycotic infections,infection and increased urination EXCERPT,0
INVOKANA,Genital mycotic infections,associated with INVOKANA,0
INVOKANA,Genital mycotic infections,increased urination EXCERPT To,0
INVOKANA,Hypersensitivity reactions,"infection and increased n (  6.1  ) 
      EXCERPT To report SUSPECTED ADVERSE",1
INVOKANA,Hypersensitivity reactions,increased urination EXCERPT To,0
INVOKANA,Hypersensitivity reactions,eater incidence female genital mycotic infections urinary tract,0
INVOKANA,Hypersensitivity reactions,tract infection and increased n ( 6.1,1
INVOKANA,Hypersensitivity reactions,REACTIONS contact Janssen,0
INVOKANA,Hypersensitivity reactions,) EXCERPT,1
INVOKANA,Hypersensitivity reactions,"increased n (  6.1  ) 
      EXCERPT To",1
INVOKANA,Hypersensitivity reactions,) EXCERPT,1
INVOKANA,Hypersensitivity reactions,"increased n (  6.1  ) 
      EXCERPT To report",1
INVOKANA,Hypersensitivity reactions,) EXCERPT,1
INVOKANA,Hypersensitivity reactions,"n (  6.1  ) 
      EXCERPT To report SUSPECTED ADVERSE",1
INVOKANA,Hypersensitivity reactions,) EXCERPT,1
INVOKANA,Hypersensitivity reactions,"n (  6.1  ) 
      EXCERPT To report",1
INVOKANA,Hypersensitivity reactions,) EXCERPT,1
INVOKANA,Hypersensitivity reactions,infection and increased n (,1
INVOKANA,Bone fracture,Pharmaceuticals at,1
INVOKANA,Bone fracture,Pharmaceuticals Inc,0
INVOKANA,Bone fracture,at 1-800-526- or,1
INVOKANA,Bone fracture,Pharmaceuticals Inc,0
INVOKANA,Bone fracture,Janssen Pharmaceuticals at,1
INVOKANA,Bone fracture,or FDA at FDA or wwwfdagovmedwatch Clinical,0
INVOKANA,Bone fracture,Pharmaceuticals Inc,0
INVOKANA,Bone fracture,contact Janssen Pharmaceuticals at 1-800-526-,1
INVOKANA,Bone fracture,Pharmaceuticals Inc,0
INVOKANA,Bone fracture,Pharmaceuticals at 1-800-526- or FDA,1
INVOKANA,Bone fracture,Pharmaceuticals Inc,0
INVOKANA,Increased LDL-C,Clinical Studies ience,1
INVOKANA,Increased LDL-C,"ience

  Becaus e",1
INVOKANA,Increased LDL-C,Clinical Studies ience,1
INVOKANA,Increased LDL-C,wwwfdagovmedwatch Clinical,0
INVOKANA,Increased LDL-C,Studies ience,1
INVOKANA,intravascular volume contraction,widely varying conditions adverse reaction rates,0
INVOKANA,intravascular volume contraction,the clinical trials of a drug ca nnot be,1
INVOKANA,intravascular volume contraction,varying conditions adverse reaction rates,0
INVOKANA,Symptomatic hypotension,drug ot be directly compared,1
INVOKANA,Symptomatic hypotension,varying conditions adverse reaction rates,0
INVOKANA,Symptomatic hypotension,be directly compared,1
INVOKANA,Symptomatic hypotension,a drug ot,1
INVOKANA,Symptomatic hypotension,trials of a drug ot be,1
INVOKANA,Symptomatic hypotension,be directly compared to the,1
INVOKANA,increases serum creatinine,years and were older than,0
INVOKANA,increases serum creatinine,. Fifty percent (50%),1
INVOKANA,decreases eGFR,age Fifty percent of the po,0
INVOKANA,decreases eGFR,and were Black or African American At,0
INVOKANA,decreases eGFR,pulation was m ale and were Caucasian were,1
INVOKANA,Renal function abnormalities,of,0
INVOKANA,Renal function abnormalities,population was male and were Caucasian were Asian and were Black,0
INVOKANA,Renal function abnormalities,were Black or an American. At baseline the population had,1
INVOKANA,Renal function abnormalities,population was male and were Caucasian were Asian and were Black,0
INVOKANA,hyperkalemia,f diabetes Baseline renal,0
INVOKANA,hyperkalemia,INVOKANA mg or 300,1
INVOKANA,hyperkalemia,either INVOKANA mg or 300,1
INVOKANA,hyperkalemia," 300 mg.



 Table Adverse Reactions From Pool",1
INVOKANA,hyperkalemia,either INVOKANA mg or 300,1
INVOKANA,hyperkalemia,either INVOKANA mg or 300,1
INVOKANA,hyperkalemia,300 mg. Table Adverse Reactions,1
INVOKANA,hyperkalemia,Pool of Four Week PlaceboControlled Studies,0
INVOKANA,hyperkalemia,treated,0
INVOKANA,hyperkalemia,at least of patients treated with either INVOKANA mg or INVOKANA,0
INVOKANA,hyperkalemia,Pool of Four Week PlaceboControlled,0
INVOKANA,hyperkalemia,Table Adverse Reactions From,0
INVOKANA,hypoglycemia,2%           Urinary tract infections,1
INVOKANA,hypoglycemia,2%           Urinary,1
INVOKANA,hypoglycemia,2%          ,1
INVOKANA,hypoglycemia,Female genital mycotic infections,0
INVOKANA,hypoglycemia,Urinary tract,0
INVOKANA,hypoglycemia,2%          ,1
INVOKANA,hypoglycemia,Urinary tract,0
INVOKANA,hypoglycemia,Female genital mycotic 2%           Urinary tract,1
INVOKANA,hypoglycemia,Urinary tract,0
INVOKANA,genital mycotic infections,infections,0
INVOKANA,genital mycotic infections,genital,0
INVOKANA,bone fracture,than in patients taking placebo Pool of Placebo and,0
INVOKANA,bone fracture,of,0
INVOKANA,bone fracture,for canagliflozin was evaluated in a larger pool of,0
INVOKANA,bone fracture,rolled Trials The occurrence of adverse reactions,1
INVOKANA,bone fracture,Placebo,0
INVOKANA,increases in LDL-C,Studies and,0
INVOKANA,increases in LDL-C,was weeks,0
INVOKANA,increases in LDL-C,to INVOKANA The ean,1
XTANDI,Seizure,Seizure see,1
XTANDI,Seizure,Seizure see Warnings and Precautions EXCERPT,1
XTANDI,fatigue,are fatigue back pain decreased appetite,1
XTANDI,fatigue,Seizure see Warnings and Precautions EXCERPT,1
XTANDI,fatigue,appetite constipation,0
XTANDI,fatigue,fatigue back pain,1
XTANDI,back pain,back pain decreased appetite,1
XTANDI,back pain,reactions are back pain,1
XTANDI,back pain,common adverse reactions are back pain decreased appetite,1
XTANDI,back pain,reactions are back pain,1
XTANDI,back pain,hot flush upper respiratory tract,0
XTANDI,back pain,astheniafatigue,0
XTANDI,back pain,are back pain decreased appetite constipation,1
XTANDI,back pain,astheniafatigue,0
XTANDI,back pain,back pain decreased appetite,1
XTANDI,back pain,back pain decreased appetite constipation arthralgia,1
XTANDI,back pain,back pain decreased appetite,1
XTANDI,back pain,arthralgia diarrhea hot flush,0
XTANDI,decreased appetite,back decreased appetite,1
XTANDI,decreased appetite,decreased appetite constipation arthralgia,1
XTANDI,decreased appetite,reactions are astheniafatigue back decreased,1
XTANDI,decreased appetite,are astheniafatigue back decreased appetite constipation arthralgia,1
XTANDI,decreased appetite,reactions are astheniafatigue back decreased,1
XTANDI,decreased appetite,decreased appetite constipation arthralgia diarrhea hot flush,1
XTANDI,decreased appetite,decreased appetite constipation,1
XTANDI,decreased appetite,common adverse reactions are astheniafatigue back,0
XTANDI,decreased appetite,reactions are astheniafatigue back decreased appetite constipation arthralgia,1
XTANDI,decreased appetite,common adverse reactions are astheniafatigue back,0
XTANDI,constipation,constipation arthralgia diarrhea hot flush upper,1
XTANDI,constipation,back pain decreased,0
XTANDI,constipation,constipation arthralgia diarrhea hot flush upper,1
XTANDI,constipation,upper respiratory tract infection peripheral,0
XTANDI,constipation,decreased constipation arthralgia diarrhea hot flush,1
XTANDI,constipation,upper respiratory tract infection peripheral,0
XTANDI,arthralgia,arthralgia diarrhea hot flush upper,1
XTANDI,diarrhea,diarrhea hot flush,1
XTANDI,diarrhea,peripheral edema dyspnea,0
XTANDI,diarrhea,diarrhea hot,1
XTANDI,diarrhea,diarrhea hot,1
XTANDI,hot flush,tract infection peripheral edema dyspnea musculoskeletal pain,0
XTANDI,hot flush,astheniafatigue back pain decreased appetite constipation arthralgia diarrhea,0
XTANDI,hot flush,pain,0
XTANDI,hot flush,decreased appetite constipation arthralgia hot flush,1
XTANDI,hot flush,pain,0
XTANDI,hot flush,upper respiratory tract infection peripheral edema dyspnea musculoskeletal pain weight decreas,0
XTANDI,hot flush,pain decreased,0
XTANDI,hot flush,back pain decreased appetite constipation arthralgia diarrhea,0
XTANDI,hot flush,peripheral edema dyspnea,0
XTANDI,hot flush,s are,0
XTANDI,hot flush,infection peripheral edema dyspnea musculoskeletal pain weight,0
XTANDI,upper respiratory tract infection,diarrhea hot,0
XTANDI,upper respiratory tract infection,decreased appetite constipation arthralgia diarrhea,0
XTANDI,upper respiratory tract infection,diarrhea hot upper respiratory tract infection peripheral edema dyspnea musculoskeletal pain,1
XTANDI,upper respiratory tract infection,decreased appetite constipation arthralgia diarrhea,0
XTANDI,upper respiratory tract infection,constipation arthralgia diarrhea hot upper respiratory tract infection peripheral edema dyspnea musculoskeletal pain,1
XTANDI,upper respiratory tract infection,decreased appetite constipation arthralgia diarrhea,0
XTANDI,upper respiratory tract infection,upper respiratory tract infection peripheral edema dyspnea musculoskeletal pain,1
XTANDI,upper respiratory tract infection,decreased appetite constipation arthralgia diarrhea,0
XTANDI,upper respiratory tract infection,hot upper respiratory,1
XTANDI,upper respiratory tract infection,flush,0
XTANDI,upper respiratory tract infection,arthralgia diarrhea hot upper,1
XTANDI,peripheral edema,peripheral edema dyspnea,1
XTANDI,peripheral edema,tract peripheral edema dyspnea musculoskeletal pain weight,1
XTANDI,peripheral edema,peripheral edema dyspnea,1
XTANDI,peripheral edema,flush upper respiratory tract peripheral,1
XTANDI,dyspnea,dyspnea musculoskeletal pain,1
XTANDI,dyspnea,dyspnea musculoskeletal pain weight decreased headache,1
XTANDI,dyspnea,dyspnea musculoskeletal pain weight decreased,1
XTANDI,dyspnea,edema,0
XTANDI,dyspnea,infection peripheral dyspnea musculoskeletal,1
XTANDI,dyspnea,edema,0
XTANDI,dyspnea,musculoskeletal pain weight decreased headache,0
XTANDI,dyspnea,dyspnea musculoskeletal pain weight decreased,1
XTANDI,musculoskeletal pain,peripheral edema musculoskeletal pain,1
XTANDI,musculoskeletal pain,musculoskeletal pain,1
XTANDI,musculoskeletal pain,headache hypertension and dizzinessvertigo To report SUSPECT,0
XTANDI,musculoskeletal pain,decreased headache hypertension and dizzinessvertigo To,0
XTANDI,musculoskeletal pain,arthralgia diarrhea hot,0
XTANDI,weight decreased,hot flush,0
XTANDI,weight decreased,dizzinessvertigo,0
XTANDI,headache,headache,1
XTANDI,headache,headache,1
XTANDI,headache,headache,1
XTANDI,hypertension,pain,0
XTANDI,hypertension,hypertension and,1
XTANDI,hypertension,hypertension and dizzinessvertigo,1
XTANDI,hypertension,tract infection peripheral edema dyspnea musculoskeletal pain weight decreased,0
XTANDI,hypertension,pain weight decreased hypertension and dizzinessvertigo To report,1
XTANDI,hypertension,tract infection peripheral edema dyspnea musculoskeletal pain weight decreased,0
XTANDI,hypertension,headache,0
XTANDI,hypertension,REACTIONS contact Astellas Pha,0
XTANDI,hypertension,weight decreased hypertension and dizzinessvertigo To report,1
XTANDI,hypertension,REACTIONS contact Astellas Pha,0
XTANDI,hypertension,hypertension and dizzinessvertigo To report,1
XTANDI,hypertension,hypertension and,1
XTANDI,dizziness,dizziness vertigo To report SUSPECTED,1
XTANDI,dizziness,dizziness vertigo,1
XTANDI,dizziness,weight decreased headache,0
XTANDI,dizziness,decreased headache hypertension dizziness,1
XTANDI,dizziness,weight decreased headache,0
XTANDI,dizziness,weight decreased headache hypertension and,0
XTANDI,vertigo,and vertigo To report SUSPECTED,1
XTANDI,vertigo,weight decreased headache hypertension and,0
XTANDI,vertigo,pain weight decreased,0
XTANDI,vertigo,vertigo To report SUSPECTED,1
XTANDI,vertigo,pain weight decreased,0
XTANDI,vertigo,vertigo,1
XTANDI,vertigo,US Inc at,0
XTANDI,vertigo,dyspnea musculoskeletal pain weight decreased headache,0
XTANDI,vertigo,vertigo To,1
XTANDI,vertigo,musculoskeletal pain weight,0
XTANDI,vertigo,vertigo To report SUSPECTED ADVERSE,1
XTANDI,asthenia,over placebo in the XTANDItreated patients,0
XTANDI,asthenia,asthenia fatigue back pain decreased appetite,1
XTANDI,asthenia,asthenia,1
XTANDI,asthenia,asthenia fatigue back pain decreased,1
XTANDI,asthenia,decreased appetite constipation arthralgia diarrhea hot,0
XTANDI,fatigue,clinical trials were fatigue,1
XTANDI,fatigue,decreased appetite constipation arthralgia diarrhea hot,0
XTANDI,fatigue,fatigue back pain decreased appetite constipation,1
XTANDI,back pain,clinical trials were back pain,1
XTANDI,back pain,fatigue back pain decreased appetite constipation,1
XTANDI,back pain,back pain,1
XTANDI,back pain,fatigue back pain decreased appetite constipation,1
XTANDI,back pain,were back,1
XTANDI,back pain,back pain decreased appetite constipation,1
XTANDI,back pain,trials were back pain,1
XTANDI,back pain,back pain decreased appetite constipation,1
XTANDI,back pain,the two randomized clinical trials were astheniafatigue,0
XTANDI,back pain,back pain decreased appetite constipation,1
XTANDI,decreased appetite,were astheniafatigue back decreased,1
XTANDI,decreased appetite,decreased appetite constipation arthralgia,1
XTANDI,decreased appetite,were astheniafatigue back decreased,1
XTANDI,decreased appetite,infection peripheral,0
XTANDI,decreased appetite,e XTANDItreated patients from the two randomized clinical trials were astheniafatigue back pain,0
XTANDI,decreased appetite,flush upper respiratory tract infection peripheral,0
XTANDI,constipation,back pain decreased constipation arthralgia diarrhea hot flush upper,1
XTANDI,constipation,flush upper respiratory tract infection peripheral,0
XTANDI,constipation,edema,0
XTANDI,constipation,constipation arthralgia diarrhea hot flush upper,1
XTANDI,constipation,decreased,0
XTANDI,constipation,constipation arthralgia diarrhea hot flush,1
XTANDI,constipation,constipation arthralgia,1
XTANDI,constipation,arthralgia diarrhea hot flush upper respiratory tract infection peripheral edema dyspnea mus,0
XTANDI,arthralgia,arthralgia,1
XTANDI,arthralgia,trials,0
XTANDI,arthralgia,two randomized clinical trials were,0
XTANDI,arthralgia,diarrhea hot flush upper respiratory tract infection peripheral edema,0
XTANDI,arthralgia,arthralgia diarrhea hot flush upper respiratory,1
XTANDI,hot flush,astheniafatigue back,0
XTANDI,hot flush,musculoskeletal,0
XTANDI,hot flush,arthralgia hot flush upper,1
XTANDI,hot flush,musculoskeletal,0
XTANDI,hot flush,appetite constipation arthralgia hot,1
XTANDI,hot flush,arthralgia hot flush upper,1
XTANDI,hot flush,appetite constipation arthralgia hot,1
XTANDI,hot flush,appetite constipation arthralgia hot flush upper respiratory tract,1
XTANDI,hot flush,appetite constipation arthralgia hot,1
XTANDI,upper respiratory tract infection,arthralgia diarrhea hot upper respiratory tract infection peripheral edema dyspnea,1
XTANDI,upper respiratory tract infection,appetite constipation arthralgia hot,1
XTANDI,upper respiratory tract infection,diarrhea hot upper,1
XTANDI,upper respiratory tract infection,tract infection peripheral edema,1
XTANDI,upper respiratory tract infection,hypertension and,0
XTANDI,upper respiratory tract infection,diarrhea hot upper respiratory tract infection,1
XTANDI,upper respiratory tract infection,astheniafatigue,0
XTANDI,upper respiratory tract infection,diarrhea hot upper respiratory,1
XTANDI,upper respiratory tract infection,constipation arthralgia diarrhea hot upper,1
XTANDI,upper respiratory tract infection,upper respiratory tract infection peripheral edema dyspnea,1
XTANDI,peripheral edema,tract infection,0
XTANDI,peripheral edema,respiratory tract peripheral edema dyspnea musculoskeletal pain weight,1
XTANDI,peripheral edema,tract infection,0
XTANDI,peripheral edema,musculoskeletal pain weight decreased headache hypertension and,0
XTANDI,peripheral edema,pain weight decreased headache,0
XTANDI,peripheral edema,hot flush upper respiratory,0
XTANDI,peripheral edema,flush upper respiratory tract peripheral,1
XTANDI,peripheral edema,upper respiratory tract,0
XTANDI,peripheral edema,peripheral,1
XTANDI,peripheral edema,peripheral edema,1
XTANDI,peripheral edema,diarrhea hot flush,0
XTANDI,dyspnea,dyspnea musculoskeletal,1
XTANDI,dyspnea,dyspnea musculoskeletal pain,1
XTANDI,dyspnea,dyspnea musculoskeletal pain weight decreased headache,1
XTANDI,dyspnea,flush upper respiratory tract infection peripheral edema,0
XTANDI,dyspnea,dyspnea musculoskeletal pain weight decreased,1
XTANDI,musculoskeletal pain,edema,0
XTANDI,musculoskeletal pain,musculoskeletal pain,1
XTANDI,weight decreased,weight decreased headache hypertension and dizzinessvertigo Study,1
XTANDI,weight decreased,weight decreased headache hypertension and dizzinessvertigo Study,1
XTANDI,weight decreased,dizzinessvertigo,0
XTANDI,weight decreased,weight decreased,1
XTANDI,headache,dyspnea musculoskeletal pain weight,0
XTANDI,headache,headache hypertension and,1
XTANDI,headache,dyspnea musculoskeletal pain weight,0
XTANDI,headache,weight,0
XTANDI,headache,edema dyspnea,0
XTANDI,headache,weight headache hypertension,1
XTANDI,headache,edema dyspnea,0
XTANDI,hypertension,Prostate Cancer,0
XTANDI,hypertension,hypertension and dizzinessvertigo Study Metastatic CastrationResistant,1
XTANDI,hypertension,decreased hypertension and,1
XTANDI,hypertension,hypertension and dizzinessvertigo Study Metastatic CastrationResistant,1
XTANDI,hypertension,Study Metastatic,0
XTANDI,hypertension,pain weight decreased hypertension and,1
XTANDI,hypertension,Study Metastatic,0
XTANDI,dizziness,dizziness vertigo Study Metastatic,1
XTANDI,dizziness,CastrationResistant,0
