drug_name,section_name,subsection_name,gpt4_output
PRADAXA,adverse reactions,Table 3 Bleeding Events in RE-COVER and RE-COVER II Treated Patients Note: MBE can belong to more than one criterion. a Patients with at least one MBE. b Bleeding site based on investigator assessment. Patients can have more than one site of bleeding. c Confidence interval Patients Major bleeding event a Bleeding sites for MBE b Clinically relevant non-major bleeding Any bleeding The rate of any gastrointestinal bleeds in patients receiving PRADAXA 150 mg in the full treatment period was 3.1% (2.4% on warfarin).,"deep vein thrombosis, pulmonary embolism, bleeding events"
PRADAXA,adverse reactions,"Table 4 Bleeding Events in RE-MEDY Treated Patients Note: MBE can belong to more than one criterion. a Patients with at least one MBE. b Bleeding site based on investigator assessment. Patients can have more than one site of bleeding. c Confidence interval Patients Major bleeding event a Bleeding sites for MBE b Clinically relevant non-major bleeding Any bleeding In the RE-MEDY study, the rate of any gastrointestinal bleeds in patients receiving PRADAXA 150 mg was 3.1% (2.2% on warfarin).","placebo-controlled, bleeding events"
PRADAXA,adverse reactions,"Table 5 Bleeding Events in RE-SONATE Treated Patients Note: MBE can belong to more than one criterion. a Patients with at least one MBE. b Bleeding site based on investigator assessment. Patients can have more than one site of bleeding. c Confidence interval Patients Major bleeding event a Clinically relevant non-major bleeding Any bleeding In the RE-SONATE study, the rate of any gastrointestinal bleeds in patients receiving PRADAXA 150 mg was 0.7% (0.3% on placebo).","clinical myocardial infarction, gastrointestinal adverse reactions, Dyspepsia, abdominal pain upper, abdominal pain, abdominal discomfort, epigastric discomfort, gastritis-like symptoms, gastritis, GERD, esophagitis, erosive gastritis, gastric hemorrhage, hypersensitivity reactions, urticaria, rash, pruritus, allergic edema, anaphylactic reaction, anaphylactic shock"
PRADAXA,adverse reactions,6.2 Postmarketing Experience,"angioedema, thrombocytopenia, esophageal ulcer"
PRADAXA,boxed warnings,BOXED WARNING: WARNING: (A) PREMATURE DISCONTINUATION OF PRADAXA INCREASES THE RISK,"Since there is ""nan"" input provided (which I interpret as ""not a number"" or non-applicable), there are no adverse drug event terms to list. If you have text from a drug label and need to extract adverse drug event terms, please provide the actual text for analysis."
PRADAXA,boxed warnings,"OF THROMBOTIC EVENTS, (B) SPINAL/EPIDURAL HEMATOMA","As the input provided is ""nan"" which is commonly a placeholder for 'not a number' or simply 'not applicable,' it does not contain any textual information from which I could extract adverse drug event terms. Please provide a valid drug label excerpt for analysis."
PRADAXA,boxed warnings,WARNING: (A) PREMATURE DISCONTINUATION OF PRADAXA INCREASES THE RISK,"The input you have provided is ""nan"" which likely means ""not a number"" or it is an indication that the excerpt is not available (NaN is often used to signify a missing value in data). Without an actual excerpt of a drug label, I cannot extract any adverse drug event terms. Please provide the relevant text so I can assist you accordingly."
PRADAXA,boxed warnings,"OF THROMBOTIC EVENTS, (B) SPINAL/EPIDURAL HEMATOMA","If the input given is ""nan,"" which typically stands for ""not a number"" or is indicative of missing data, there is no text provided for me to analyze for adverse drug event terms. Therefore, I am unable to return a list of terms without the actual excerpt of a drug label. Please provide the full text for analysis."
PRADAXA,boxed warnings,(A) PREMATURE DISCONTINUATION,"thrombotic events, pathological bleeding, SPINAL/EPIDURAL HEMATOMAS, paralysis, neurological impairment"
PRADAXA,boxed warnings,EXCERPT: WARNING: (A) PREMATURE DISCONTINUATION,"thrombotic events, spinal/epidural hematoma"
PRADAXA,boxed warnings,PREMATURE DISCONTINUATION OF PRADAXA INCREASES THE RISK OF THROMBOTIC,"Premature discontinuation, thrombotic events, pathological bleeding, SPINAL/EPIDURAL HEMATOMA, long-term or permanent paralysis, neurological impairment."
PRADAXA,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"serious and fatal bleeding, Bioprosthetic heart valves"
PRADAXA,warnings and precautions,5.1 Increased Risk of Thrombotic Events after Premature Discontinuation,"Premature discontinuation, thrombotic events, pathological bleeding"
PRADAXA,warnings and precautions,5.2 Risk of Bleeding,"bleeding, fatal bleeding, blood loss, drop in hemoglobin, drop in hematocrit, hypotension, active pathological bleeding, thrombocytopenia"
PRADAXA,warnings and precautions,5.3 Spinal/Epidural Anesthesia or Puncture,"epidural or spinal hematoma, long-term or permanent paralysis, bleeding, neurological impairment, midline back pain, sensory and motor deficits, numbness, tingling, weakness in lower limbs, bowel and/or bladder dysfunction"
PRADAXA,warnings and precautions,5.4 Thromboembolic and Bleeding Events in Patients with Prosthetic Heart Valves,"valve thrombosis, stroke, transient ischemic attack, myocardial infarction, major bleeding, post-operative pericardial effusions"
PRADAXA,warnings and precautions,5.5 Effect of P-gp Inducers and Inhibitors on Dabigatran Exposure,"impaired renal function, renal impairment, severe renal impairment"
VORAXAZE,adverse reactions,6 ADVERSE REACTIONS,"serious allergic reactions, anaphylactic reactions, paraesthesias, flushing, nausea and/or vomiting, hypotension, headache"
VORAXAZE,adverse reactions,6.1 Clinical Trials Experience,"myelosuppression, mucositis, acute hepatitis, renal dysfunction, renal failure, paresthesia, flushing, nausea, vomiting"
VORAXAZE,adverse reactions,"Table 1: Per Patient Incidence of Grade 1 and 2 Adverse Reactions Assessed as Possibly, Probably, or Definitely Related to VORAXAZE Excluding Hematologic, Hepatic, or Renal Adverse Reactions 1 This incidence includes the following terms: flushing, feeling hot, burning sensation. 2 One of these reactions was classified as Grade 3 in severity. Adverse Reaction N= 290n (%) Paresthesias 7 (2%) Flushing 1,2 5 (2%) Nausea/Vomiting 5 (2%) Headache 2 (1%) Hypotension 2 (1%) Blurred Vision 1 (<1%) Diarrhea 1 (<1%) Hypersensitivity 1 (<1%) Hypertension 1 (<1%) Rash 1 (<1%) Throat irritation/Throat tightness 1 (<1%) Tremor 1 (<1%) 6.2 Immunogenicity As with all therapeutic proteins, there is potential for immunogenicity. In clinical trials, 121 patients who received one (n=99), two (n=21), or three (n=1) doses of VORAXAZE were evaluated for anti-glucarpidase antibodies. Twenty-five of these 121 patients (21%) had detectable anti-glucarpidase antibodies following VORAXAZE administration, of which 19 received a single dose of VORAXAZE and 6 received two doses of VORAXAZE. Antibody titers were determined using a bridging enzyme-linked immunosorbent assay (ELISA) for anti-glucarpidase antibodies.","neutralizing antibodies, anti-glucarpidase binding antibodies"
VORAXAZE,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"serious allergic reactions, anaphylactic reactions"
VORAXAZE,warnings and precautions,5.1 Serious Allergic Reactions,Serious allergic reactions
VORAXAZE,warnings and precautions,5.2 Monitoring Methotrexate Concentration/Interference with Assay,"DAMPA interferes, erroneous measurement, overestimates the methotrexate concentration"
VORAXAZE,warnings and precautions,5.3 Continuation and Timing of Leucovorin Rescue,"The provided text doesn't actually list any adverse drug event terms directly; it mainly gives instructions on how to administer leucovorin in combination with VORAXAZE and discuss potential interactions and therapeutic monitoring. Since you are asking specifically for adverse drug event terms, and there are none listed in this excerpt, no terms can be returned from this text. If you have another excerpt or text that includes adverse drug events, I'd be glad to help you identify them."
HORIZANT,adverse reactions,6 ADVERSE REACTIONS,"somnolence/sedation, dizziness, headache"
HORIZANT,adverse reactions,"Table 4. Incidence of Adverse Reactions in 12 Week RLS Studies Reported in >=2% of Patients Treated With 600 or 1,200 mg of HORIZANT and Numerically Greater Than Placebo Body System/Adverse Reaction Placebo a (N = 245)% HORIZANT600 mg/day b (N = 163)% HORIZANT1,200 mg/day c (N = 269)% Nervous system disorders Somnolence/sedation 6 20 27 Dizziness 4 13 22 Headache 11 12 15 Gastrointestinal disorders Nausea 5 6 7 Dry mouth 2 3 4 Flatulence <1 3 2 General disorders and administration site conditions Fatigue 4 6 7 Irritability 1 4 4 Feeling drunk 0 1 3 Feeling abnormal <1 <1 3 Peripheral edema 1 <1 3 Metabolism and nutritional disorders Weight increased 2 2 3 Increased appetite <1 2 2 Ear and labyrinth disorders Vertigo 0 1 3 Psychiatric disorders Depression <1 <1 3 Libido decreased <1 <1 2 a Placebo was a treatment arm in each of the 3 double-blind, placebo-controlled, 12-week clinical trials. b The 600-mg dose of HORIZANT was a treatment arm in 2 of the 3 double-blind, placebo-controlled, 12-week clinical trials. c The 1,200-mg dose of HORIZANT was a treatment arm in each of the 3 double-blind, placebo-controlled, 12-week clinical trials.","balance disorder, blurred vision, disorientation, feeling drunk, lethargy, vertigo, somnolence/sedation, dizziness, libido decreased, depression, headache, peripheral edema, dizziness, somnolence, headache"
HORIZANT,adverse reactions,"Table 5. Incidence of Adverse Reactions (in At Least 2% of Patients Treated With 1,200 mg/day of HORIZANT and Numerically Greater Than the Placebo Rate) Reported in All Patients in the 12-Week PHN Study Body System/Adverse Reaction Placebo(N = 95)% HORIZANT1,200 mg/day(N = 107)% HORIZANT2,400 mg/day(N = 82)% HORIZANT3,600 mg/day(N = 87)% Nervous System Dizziness 15 17 26 30 Somnolence 8 10 11 14 Headache 9 10 10 7 Gastrointestinal disorders Nausea 5 8 4 9 General disorders and administration site conditions Fatigue/Asthenia 1 6 4 10 Peripheral edema 0 6 7 6 Psychiatric disorders Insomnia 2 3 5 7 Metabolism and nutritional disorders Weight increased 1 3 5 5 Eye disorders Blurred vision 0 2 5 2 The following adverse reactions were also reported as >=2% at 2,400 mg/day and/or 3,600 mg/day and appeared to be dose-related but were <2% at 1,200 mg/day: balance disorder, confusional state, depression, dry mouth, flatulence, increased appetite, irritability, and vertigo. Dizziness, somnolence, fatigue, and insomnia appeared to show a dose relationship.","Without any text to analyze, I cannot extract adverse drug event terms. If you provide an excerpt of a drug label, I'd be happy to assist you in identifying any adverse drug events mentioned within it. Otherwise, with the input ""nan"" (not applicable or not available), there is no actionable information to process."
HORIZANT,adverse reactions,6.2 Adverse Events Associated With Gabapentin,"breast enlargement, gynecomastia, elevated creatine kinase"
HORIZANT,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"driving impairment, somnolence, sedation, dizziness, suicidal thoughts, suicidal behaviors"
HORIZANT,warnings and precautions,5.1 Effects on Driving,"significant driving impairment, somnolence"
HORIZANT,warnings and precautions,5.2 Somnolence/Sedation and Dizziness,"somnolence, sedation, dizziness, fatigue, asthenia"
HORIZANT,warnings and precautions,5.3 Lack of Interchangeability With Gabapentin,"This provided drug label excerpt does not explicitly list any adverse drug event terms. It focuses on the interchangeability, pharmacokinetic profiles, and a mention of its safety and effectiveness not being studied in a specific population (patients with epilepsy). Therefore, no adverse drug event terms are present to list."
HORIZANT,warnings and precautions,5.4 Suicidal Behavior and Ideation,"suicidal thoughts, behavior, depression, worsening of depression, unusual changes in mood, behavior, suicidal thinking, suicidal behavior, suicidal ideation, emergence of suicidal thoughts, behavior, emergence of symptoms, thoughts about self-harm, Behaviors of concern"
HORIZANT,warnings and precautions,5.5 Drug Reaction With Eosinophilia and Systemic Symptoms (DRESS)/Multiorgan Hypersensitivity,"Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS), multiorgan hypersensitivity, fatal, life-threatening, fever, rash, lymphadenopathy, hepatitis, nephritis, hematological abnormalities, myocarditis, myositis, acute viral infection, Eosinophilia, hypersensitivity"
HORIZANT,warnings and precautions,5.6 Discontinuation of HORIZANT,withdrawal seizure
HORIZANT,warnings and precautions,5.7 Tumorigenic Potential,"pancreatic acinar cell adenoma, carcinoma, new tumors, preexisting tumors worsened"
STENDRA,adverse reactions,6 ADVERSE REACTIONS,"headache, flushing, nasal congestion, nasopharyngitis, back pain"
STENDRA,adverse reactions,6.1 Clinical Trials Experience,"adverse reaction rates, adverse reactions, discontinuation rate due to adverse reactions"
STENDRA,adverse reactions,Table 1 presents the adverse reactions reported when STENDRA was taken as recommended (on an as-needed basis) from these 3 clinical trials.,"If the text you're referring to is ""nan"", which typically means ""not a number"" or indicates that some data is missing or not applicable, then there are no adverse drug event terms to list. If you meant to provide an actual excerpt of a drug label for analysis, please provide the text so I can identify the adverse drug event terms for you."
STENDRA,adverse reactions,"Table 1: Adverse Reactions Reported by Greater Than or Equal to 2% of Patients Treated with STENDRA From 3 Placebo-Controlled Clinical Trials Lasting 3 Months for STENDRA Use as Needed Adverse Reaction Placebo(N = 349) STENDRA 50 mg(N = 217) STENDRA 100 mg(N = 349) STENDRA 200 mg(N = 352) Headache 1.7% 5.1% 6.9% 10.5% Flushing 0.0% 3.2% 4.3% 4.0% Nasal congestion 1.1% 1.8% 2.9% 2.0% Nasopharyngitis 2.9% 0.9% 2.6% 3.4% Back pain 1.1% 3.2% 2.0% 1.1% Adverse reactions reported by greater than or equal to 1%, but less than 2% of patients in any STENDRA dose group, and greater than placebo included: upper respiratory infection (URI), bronchitis, influenza, sinusitis, sinus congestion, hypertension, dyspepsia, nausea, constipation, and rash.","adverse reactions, discontinuation rate due to adverse reactions"
STENDRA,adverse reactions,Table 2 presents the adverse reactions reported when STENDRA was taken as recommended (on an as-needed basis) in this open-label extension trial.,"Given that the input provided is ""nan"" and there isn't any actual drug label text to analyze for adverse drug event terms, I cannot generate a list of such terms. If you provide me with a drug label or a piece of text that contains information about the side effects or adverse events associated with a drug, I could then identify the adverse event terms for you."
STENDRA,adverse reactions,"Table 2: Adverse Reactions Reported by Greater Than or Equal to 2% of Patients Treated With STENDRA in an Open-Label Extension Trial Adverse Reaction STENDRA(N = 711) Headache 5.6% Flushing 3.5% Nasopharyngitis 3.4% Nasal congestion 2.1% Adverse reactions reported by greater than or equal to 1%, but less than 2% of patients in the open-label extension study included: upper respiratory infection (URI), influenza, sinusitis, bronchitis, dizziness, back pain, arthralgia, hypertension, and diarrhea.","edema peripheral, fatigue, angina, unstable angina, deep vein thrombosis, palpitations, gastritis, gastroesophageal reflux disease, hypoglycemia, blood glucose increased, alanine aminotransferase increased, oropharyngeal pain, stomach discomfort, vomiting, muscle spasms, musculoskeletal pain, myalgia, pain in extremity, depression, insomnia, somnolence, vertigo, cough, dyspnea exertional, epistaxis, wheezing, pruritus, balanitis, erection increased, hematuria, nephrolithiasis, pollakiuria, urinary tract infection"
STENDRA,adverse reactions,"Table 3: Adverse Reactions Reported by Greater than or Equal to 2% of Patients Treated with STENDRA in a Placebo-Controlled Clinical Trial Lasting 3 Months in Patients Who Underwent Bilateral Nerve-Sparing Radical Prostatectomy Adverse Reaction Placebo(N = 100) STENDRA 100 mg(N = 99) STENDRA 200 mg(N = 99) Headache 1.0% 8.1% 12.1% Flushing 0.0% 5.1% 10.1% Nasopharyngitis 0.0% 3.0% 5.1% Upper respiratory infection 0.0% 2.0% 3.0% Nasal congestion 1.0% 3.0% 1.0% Back pain 1.0% 3.0% 2.0% Electrocardiogram abnormal 0.0% 1.0% 3.0% Dizziness 0.0% 1.0% 2.0% A randomized, double-blind, placebo-controlled 2 months study was conducted in 435 subjects with a mean age of 58.2 years (range 24 to 86 years) to determine the time to onset of effect of STENDRA, defined as the time to the first occurrence of an erection sufficient for sexual intercourse. Table 4 presents the adverse reactions occurring in >= 2% of subjects treated with STENDRA.","The input provided is ""nan"" which typically stands for ""not a number"" or indicates that the information is not available. With this input, there are no adverse drug event terms to extract. Please provide a valid drug label excerpt for me to analyze."
STENDRA,adverse reactions,"Table 4: Adverse Reactions Reported by >= 2% of Patients Treated with STENDRA in a Placebo-Controlled Clinical Trial Lasting 2 Months to Determine the Time to Onset of Effect (Study 3) Adverse Reaction Placebon=143 STENDRA 100 mgn=146 STENDRA 200 mgn=146 Headache 0.7% 1.4% 8.9% Nasal congestion 0.0% 0.7% 4.1% Gastroenteritis viral 0.0% 0.0% 2.1% Across all trials with any STENDRA dose, 1 subject reported a change in color vision.","If the text input is ""nan,"" which typically represents ""not a number"" or the absence of data in a dataset, then there are no adverse drug event terms to extract. If you meant that the input text was erroneously or accidentally not provided, please provide the excerpt of the drug label you would like analyzed for adverse drug event terms."
STENDRA,adverse reactions,6.2 Postmarketing Experience,"Non-arteritic anterior ischemic optic neuropathy (NAION), decreased vision, permanent loss of vision"
STENDRA,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"hypotension, erection lasts greater than 4 hours, sudden loss of vision, Non Arteritic Ischemic Optic Neuropathy (NAION), sudden decrease or loss of hearing, cardiac risk, myocardial infarction, stroke, life-threatening arrhythmia, coronary revascularization, resting hypotension, hypertension, unstable angina, angina with sexual intercourse, congestive heart failure, systemic vasodilatory properties, decreases in sitting blood pressure"
STENDRA,warnings and precautions,5.2 Concomitant Use of CYP3A4 Inhibitors,"The excerpt provided does not explicitly list adverse drug events but rather focuses on drug metabolism and potential drug interactions. Therefore, there are no adverse drug event terms to extract from the given text."
STENDRA,warnings and precautions,5.3 Prolonged Erection,"Prolonged erection, priapism, painful erections, penile tissue damage, permanent loss of potency, anatomical deformation of the penis, angulation, cavernosal fibrosis, Peyronie's disease"
STENDRA,warnings and precautions,5.4 Effects on Eye,"sudden loss of vision, decreased vision, permanent loss of vision, non-arteritic anterior ischemic optic neuropathy (NAION)"
STENDRA,warnings and precautions,5.5 Sudden Hearing Loss,"sudden decrease or loss of hearing, tinnitus, dizziness"
STENDRA,warnings and precautions,5.6 Alpha-Blockers and Other Antihypertensives,"symptomatic hypotension, dizziness, lightheadedness, fainting"
STENDRA,warnings and precautions,5.7 Alcohol,"orthostatic signs and symptoms, increase in heart rate, decrease in standing blood pressure, dizziness, headache"
STENDRA,warnings and precautions,5.8 Combination with Other PDE5 Inhibitors or Erectile Dysfunction Therapies,"The excerpt provided does not contain specific adverse drug event terms. It simply states that the safety and efficacy of combining STENDRA with other treatments for erectile dysfunction (ED) has not been studied, and therefore, such combinations are not recommended. Without specific mentions of adverse events, there are no terms to list from this excerpt."
STENDRA,warnings and precautions,5.9 Effects on Bleeding,"bleeding disorders, active peptic ulceration, anti-aggregatory effect"
STENDRA,warnings and precautions,5.10 Counseling Patients about Sexually Transmitted Diseases,"The excerpt provided does not list any adverse drug events; it instead discusses a lack of protection against sexually transmitted diseases with the use of STENDRA. The text is focused on precautions and counseling rather than adverse drug reactions. Therefore, there are no adverse drug event terms to list from this excerpt."
ADCETRIS,adverse reactions,6 ADVERSE REACTIONS,"Peripheral Neuropathy, Anaphylaxis, Infusion Reactions, Hematologic Toxicities, Serious Infections, Opportunistic Infections, Tumor Lysis Syndrome, Increased Toxicity in the Presence of Severe Renal Impairment, Increased Toxicity in the Presence of Moderate or Severe Hepatic Impairment, Hepatotoxicity, Progressive Multifocal Leukoencephalopathy, Pulmonary Toxicity, Serious Dermatologic Reactions, neutropenia, peripheral sensory neuropathy, fatigue, nausea, anemia, upper respiratory tract infection, diarrhea, pyrexia, rash, thrombocytopenia, cough, vomiting, peripheral motor neuropathy."
ADCETRIS,adverse reactions,6.1 Clinical Trial Experience,"neutropenia, peripheral sensory neuropathy, fatigue, nausea, anemia, upper respiratory tract infection, diarrhea, pyrexia, rash, thrombocytopenia, cough, vomiting, peripheral motor neuropathy, abdominal pain, pain"
ADCETRIS,adverse reactions,"Table 2: Most Commonly Reported (>=10%) Adverse Reactions in Studies 1 and 2 Classical HL sALCL Total N = 102% of patients Total N = 58% of patients Adverse Reaction AnyGrade Grade3 Grade4 AnyGrade Grade3 Grade4 Blood and lymphatic system disorders Neutropenia 54 15 6 55 12 9 Anemia 33 8 2 52 2 - Thrombocytopenia 28 7 2 16 5 5 Lymphadenopathy 11 - - 10 - - Nervous system disorders Peripheral sensory neuropathy 52 8 - 53 10 - Peripheral motor neuropathy 16 4 - 7 3 - Headache 19 - - 16 2 - Dizziness 11 - - 16 - - General disorders and administration site conditions Fatigue 49 3 - 41 2 2 Pyrexia 29 2 - 38 2 - Chills 13 - - 12 - - Pain 7 - - 28 - 5 Edema peripheral 4 - - 16 - - Infections and infestations Upper respiratory tract infection 47 - - 12 - - Gastrointestinal disorders Nausea 42 - - 38 2 - Diarrhea 36 1 - 29 3 - Abdominal pain 25 2 1 9 2 - Vomiting 22 - - 17 3 - Constipation 16 - - 19 2 - Skin and subcutaneous tissue disorders Rash 27 - - 31 - - Pruritus 17 - - 19 - - Alopecia 13 - - 14 - - Night sweats 12 - - 9 - - Dry skin 4 - - 10 - - Respiratory, thoracic and mediastinal disorders Cough 25 - - 17 - - Dyspnea 13 1 - 19 2 - Oropharyngeal pain 11 - - 9 - - Musculoskeletal and connective tissue disorders Arthralgia 19 - - 9 - - Myalgia 17 - - 16 2 - Back pain 14 - - 10 2 - Pain in extremity 10 - - 10 2 2 Muscle spasms 9 - - 10 2 - Psychiatric disorders Insomnia 14 - - 16 - - Anxiety 11 2 - 7 - - Metabolism and nutrition disorders Decreased appetite 11 - - 16 2 - Investigations Weight decreased 6 - - 12 3 - Table 3: Most Commonly Reported (>=10% in the ADCETRIS arm) Adverse Reactions in Study 3 ADCETRIS Placebo Total N = 167% of patients Total N = 160% of patients Adverse Reaction AnyGrade Grade3 Grade4 AnyGrade Grade3 Grade4 Blood and lymphatic system disorders Neutropenia 78 30 9 34 6 4 Thrombocytopenia 41 2 4 20 3 2 Anemia 27 4 - 19 2 - Nervous system disorders Peripheral sensory neuropathy 56 10 - 16 1 - Peripheral motor neuropathy 23 6 - 2 1 - Headache 11 2 - 8 1 - Infections and infestations Upper respiratory tract infection 26 - - 23 1 - General disorders and administration site conditions Fatigue 24 2 - 18 3 - Pyrexia 19 2 - 16 - - Chills 10 - - 5 - - Gastrointestinal disorders Nausea 22 3 - 8 - - Diarrhea 20 2 - 10 1 - Vomiting 16 2 - 7 - - Abdominal pain 14 2 - 3 - - Constipation 13 2 - 3 - - Respiratory, thoracic and mediastinal disorders Cough 21 - - 16 - - Dyspnea 13 - - 6 - 1 Investigations Weight decreased 19 1 - 6 - - Musculoskeletal and connective tissue disorders Arthralgia 18 1 - 9 - - Muscle spasms 11 - - 6 - - Myalgia 11 1 - 4 - - Skin and subcutaneous tissue disorders Pruritus 12 1 - 8 - - Metabolism and nutrition disorders Decreased appetite 12 1 - 6 - - Additional Important Adverse Reactions","peripheral neuropathy, neuropathy, infusion reactions, anaphylaxis, chills, nausea, dyspnea, pruritus, pyrexia, cough, headache, rash, back pain, vomiting, pulmonary toxicity, cough, dyspnea, interstitial infiltration, inflammation, pulmonary embolism, pneumonitis, pneumothorax, pyelonephritis, septic shock, supraventricular arrhythmia, pain in extremity, urinary tract infection, PML, Stevens-Johnson syndrome, tumor lysis syndrome, pneumonia, hepatotoxicity, peripheral sensory neuropathy, neutropenia, peripheral motor neuropathy, upper respiratory tract infection, acute respiratory distress syndrome, paraesthesia"
ADCETRIS,adverse reactions,6.2 Post Marketing Experience,"febrile neutropenia, hepatotoxicity, PML, serious infections, opportunistic infections, hyperglycemia, Pancreatitis, noninfectious pulmonary toxicity, pneumonitis, interstitial lung disease, ARDS, Toxic epidermal necrolysis"
ADCETRIS,adverse reactions,6.3 Immunogenicity,"adverse reactions, infusion reactions, discontinuation of treatment, infusion related reactions"
ADCETRIS,boxed warnings,BOXED WARNING: WARNING: PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY (PML),"As there is no text provided with the excerpt stating ""The input is nan"" (which I interpret as 'not a number' or indicating an absence of information), there are no adverse drug event terms to extract. Therefore, I cannot provide a list of terms without the relevant content. If you provide the drug label excerpt, I would be happy to assist you in identifying any adverse drug event terms contained within it."
ADCETRIS,boxed warnings,WARNING: PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY (PML),"JC virus infection, PML, death"
ADCETRIS,boxed warnings,EXCERPT: WARNING: PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY (PML),"JC virus infection, PML, death"
ADCETRIS,warnings and precautions,5 WARNINGS AND PRECAUTIONS,"Peripheral neuropathy, Anaphylaxis, Infusion reactions, Hematologic toxicities, Serious infections, Opportunistic infections, Tumor lysis syndrome, Hepatotoxicity, Pulmonary Toxicity, Serious dermatologic reactions, Stevens-Johnson syndrome, Toxic epidermal necrolysis, Embryo-fetal toxicity"
ADCETRIS,warnings and precautions,5.1 Peripheral Neuropathy,"peripheral neuropathy, sensory neuropathy, peripheral motor neuropathy, hypoesthesia, hyperesthesia, paresthesia, discomfort, burning sensation, neuropathic pain, weakness"
ADCETRIS,warnings and precautions,5.2 Anaphylaxis and Infusion Reactions,"Infusion-related reactions, anaphylaxis, administer appropriate medical therapy, infusion should be interrupted, appropriate medical management, premedicated, acetaminophen, antihistamine, corticosteroid"
ADCETRIS,warnings and precautions,5.3 Hematologic Toxicities,"severe neutropenia, Grade 3 thrombocytopenia, Grade 4 thrombocytopenia, anemia, febrile neutropenia, fever"
ADCETRIS,warnings and precautions,5.4 Serious Infections and Opportunistic Infections,"serious infections, opportunistic infections, pneumonia, bacteremia, sepsis, septic shock, fatal outcomes, bacterial infections, fungal infections, viral infections"
ADCETRIS,warnings and precautions,5.5 Tumor Lysis Syndrome,tumor lysis syndrome
ADCETRIS,warnings and precautions,5.6 Increased Toxicity in the Presence of Severe Renal Impairment,"Grade 3 adverse reactions, deaths, severe renal impairment"
ADCETRIS,warnings and precautions,5.7 Increased Toxicity in the Presence of Moderate or Severe Hepatic Impairment,"Grade 3 adverse reactions, deaths, moderate hepatic impairment, severe hepatic impairment"
ADCETRIS,warnings and precautions,5.8 Hepatotoxicity,"hepatotoxicity, fatal outcomes, hepatocellular injury, elevations of transaminases, elevated baseline liver enzymes"
ADCETRIS,warnings and precautions,5.9 Progressive Multifocal Leukoencephalopathy,"JC virus infection, PML, death"
ADCETRIS,warnings and precautions,5.10 Pulmonary Toxicity,"noninfectious pulmonary toxicity, pneumonitis, interstitial lung disease, acute respiratory distress syndrome (ARDS), cough, dyspnea"
ADCETRIS,warnings and precautions,5.11 Serious Dermatologic Reactions,"Stevens-Johnson syndrome, toxic epidermal necrolysis, fatal outcomes"
ADCETRIS,warnings and precautions,5.12 Embryo-Fetal Toxicity,"fetal harm, embryo-fetal toxicities, decreased embryo viability, fetal malformations, potential hazard to the fetus"
ZERBAXA,adverse reactions,6 ADVERSE REACTIONS,"Hypersensitivity reactions, Clostridium difficile-associated diarrhea, nausea, diarrhea, headache, pyrexia"
ZERBAXA,adverse reactions,6.1 Clinical Trial Experience,"nausea, diarrhea, headache, pyrexia"
