Unnamed: 0,section,ade_type,tp,fp,fn,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,api_source,llm_model,llm_model_name,prompt,system,temp,dataset,run,eval_method,base_name
17,boxed warnings,non-meddra,120.0,,164.0,,0.4225352112676056,,,0.4734816130465756,,,Mixtral-8x7B-Instruct-v0.1,Mixtral,fatal-prompt-v2,pharmexpert-v0,temp0,train,run0,ember-v1,Mixtral-8x7B-Instruct-v0.1_fatal-prompt-v2_pharmexpert-v0
18,warnings and precautions,all,1840.0,887.0,291.0,0.6747341400806748,0.8634443923040825,0.7575133799917662,0.7828179585508537,0.8118448256391441,0.7517925470073471,,Mixtral-8x7B-Instruct-v0.1,Mixtral,fatal-prompt-v2,pharmexpert-v0,temp0,train,run0,ember-v1,Mixtral-8x7B-Instruct-v0.1_fatal-prompt-v2_pharmexpert-v0
19,warnings and precautions,discontinuous,236.0,,979.0,,0.194238683127572,,,0.2194523725197601,,,Mixtral-8x7B-Instruct-v0.1,Mixtral,fatal-prompt-v2,pharmexpert-v0,temp0,train,run0,ember-v1,Mixtral-8x7B-Instruct-v0.1_fatal-prompt-v2_pharmexpert-v0
20,warnings and precautions,exact-meddra,883.0,,570.0,,0.6077081899518239,,,0.555977738138787,,,Mixtral-8x7B-Instruct-v0.1,Mixtral,fatal-prompt-v2,pharmexpert-v0,temp0,train,run0,ember-v1,Mixtral-8x7B-Instruct-v0.1_fatal-prompt-v2_pharmexpert-v0
21,warnings and precautions,hypothetical,593.0,,858.0,,0.40868366643694,,,0.4305018976501966,,,Mixtral-8x7B-Instruct-v0.1,Mixtral,fatal-prompt-v2,pharmexpert-v0,temp0,train,run0,ember-v1,Mixtral-8x7B-Instruct-v0.1_fatal-prompt-v2_pharmexpert-v0
22,warnings and precautions,negated,38.0,,339.0,,0.1007957559681697,,,0.1288319334988434,,,Mixtral-8x7B-Instruct-v0.1,Mixtral,fatal-prompt-v2,pharmexpert-v0,temp0,train,run0,ember-v1,Mixtral-8x7B-Instruct-v0.1_fatal-prompt-v2_pharmexpert-v0
23,warnings and precautions,non-meddra,957.0,,732.0,,0.566607460035524,,,0.5577398513858766,,,Mixtral-8x7B-Instruct-v0.1,Mixtral,fatal-prompt-v2,pharmexpert-v0,temp0,train,run0,ember-v1,Mixtral-8x7B-Instruct-v0.1_fatal-prompt-v2_pharmexpert-v0
0,all,all,6194.0,2216.0,473.0,0.7365041617122473,0.929053547322634,0.798034505428291,0.8203682692807065,0.8596111817833674,0.8057330907850542,,Mixtral-8x7B-Instruct-v0.1,Mixtral,fatal-prompt-v2,pharmexpert-v0,temp0,train,run0,ember-v1,Mixtral-8x7B-Instruct-v0.1_fatal-prompt-v2_pharmexpert-v0
0,adverse reactions,all,5000.0,409.0,62.0,0.9243852837862822,0.9877518767285658,0.955018622863146,0.9354991127557276,0.9819621677062704,0.9562287395100868,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
1,adverse reactions,discontinuous,333.0,,2852.0,,0.1045525902668759,,,0.1325417641510459,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
2,adverse reactions,exact-meddra,3976.0,,378.0,,0.9131832797427653,,,0.8939201290423411,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
3,adverse reactions,hypothetical,66.0,,1079.0,,0.0576419213973799,,,0.071932134503818,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
4,adverse reactions,negated,54.0,,1511.0,,0.0345047923322683,,,0.0494849936709147,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
5,adverse reactions,non-meddra,1024.0,,2935.0,,0.258651174539025,,,0.2745555850321616,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
6,all-concat,all,6189.0,1193.0,121.0,0.8383906800325115,0.980824088748019,0.904031551270815,0.8662964279394938,0.972859901128194,0.9110246703777084,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
7,all-concat,discontinuous,608.0,,3400.0,,0.1516966067864271,,,0.1605098416723056,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
8,all-concat,exact-meddra,4331.0,,493.0,,0.8978026533996684,,,0.8739952924680509,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
9,all-concat,hypothetical,766.0,,2947.0,,0.2063021815243738,,,0.2215694609782366,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
10,all-concat,negated,88.0,,2289.0,,0.0370214556163231,,,0.0460210517225094,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
11,all-concat,non-meddra,1858.0,,2819.0,,0.3972632029078469,,,0.3894519355621674,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
12,boxed warnings,all,241.0,33.0,49.0,0.8795620437956204,0.8310344827586207,0.8546099290780143,0.8223220979799928,0.8170808966861598,0.8520612116495437,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
13,boxed warnings,discontinuous,32.0,,66.0,,0.3265306122448979,,,0.4307234432234432,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
14,boxed warnings,exact-meddra,129.0,,73.0,,0.6386138613861386,,,0.6026122204367641,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
15,boxed warnings,hypothetical,99.0,,114.0,,0.4647887323943662,,,0.5476346914434689,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
16,boxed warnings,negated,5.0,,33.0,,0.131578947368421,,,0.5080645161290323,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
17,boxed warnings,non-meddra,112.0,,128.0,,0.4666666666666667,,,0.5239907204328457,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
18,warnings and precautions,all,1960.0,767.0,172.0,0.7187385405207187,0.9193245778611632,0.8067503601564107,0.785855716290463,0.8898919527487829,0.8073413132503903,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
19,warnings and precautions,discontinuous,276.0,,981.0,,0.2195704057279236,,,0.2779386036201984,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
20,warnings and precautions,exact-meddra,935.0,,513.0,,0.6457182320441989,,,0.5858151849788323,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
21,warnings and precautions,hypothetical,633.0,,803.0,,0.4408077994428969,,,0.481943889475165,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
22,warnings and precautions,negated,39.0,,411.0,,0.0866666666666666,,,0.1566893068906679,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
23,warnings and precautions,non-meddra,1025.0,,661.0,,0.6079478054567022,,,0.6107783475855957,,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
0,all,all,7201.0,1209.0,283.0,0.8562425683709869,0.9621859967931587,0.8935651745960591,0.8557697228463692,0.9175710696145734,0.8784846739110692,OpenAI,gpt-4-1106-preview,GPT-4,two-shot,gpt-written-prompt,temp0,train,run1,ember-v1,gpt-4-1106-preview_two-shot_gpt-written-prompt
0,adverse reactions,all,3896.0,1513.0,63.0,0.720281013126271,0.9840868906289468,0.8317677198975235,0.7855439483899443,0.972048913641648,0.8435366972303536,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
1,adverse reactions,discontinuous,274.0,,1885.0,,0.12691060676239,,,0.1430060631235335,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
2,adverse reactions,exact-meddra,3016.0,,289.0,,0.9125567322239032,,,0.8920059828175206,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
3,adverse reactions,hypothetical,58.0,,786.0,,0.0687203791469194,,,0.0906540533726347,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
4,adverse reactions,negated,53.0,,1170.0,,0.0433360588716271,,,0.0641241250033426,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
5,adverse reactions,non-meddra,880.0,,1903.0,,0.3162055335968379,,,0.3269244718854039,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
6,all-concat,all,4103.0,3279.0,60.0,0.5558114332159306,0.9855873168388182,0.7107838891294933,0.6365163013135817,0.977250143216487,0.7310741926508927,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
7,all-concat,discontinuous,421.0,,1698.0,,0.1986786219915054,,,0.1975663683418574,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
8,all-concat,exact-meddra,2787.0,,256.0,,0.9158724942490964,,,0.8863505671643838,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
9,all-concat,hypothetical,580.0,,1377.0,,0.2963719979560552,,,0.317797698021615,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
10,all-concat,negated,82.0,,1205.0,,0.0637140637140637,,,0.1018139057944478,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
11,all-concat,non-meddra,1316.0,,1377.0,,0.4886743408837727,,,0.4932361817324092,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
12,boxed warnings,all,234.0,40.0,38.0,0.8540145985401459,0.8602941176470589,0.8571428571428572,0.9103233511128248,0.8035021265284423,0.8276656327899956,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
13,boxed warnings,discontinuous,29.0,,59.0,,0.3295454545454545,,,0.3316239316239316,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
14,boxed warnings,exact-meddra,121.0,,65.0,,0.6505376344086021,,,0.5927563475950572,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
15,boxed warnings,hypothetical,107.0,,80.0,,0.5721925133689839,,,0.5937820399050346,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
16,boxed warnings,negated,5.0,,9.0,,0.3571428571428571,,,0.4041666666666667,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
17,boxed warnings,non-meddra,113.0,,109.0,,0.509009009009009,,,0.5298987862842353,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
18,warnings and precautions,all,1743.0,984.0,170.0,0.6391639163916392,0.9111343439623628,0.7512931034482758,0.7204390431078209,0.8726602345774574,0.7646141578435187,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
19,warnings and precautions,discontinuous,235.0,,817.0,,0.2233840304182509,,,0.2351567888214812,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
20,warnings and precautions,exact-meddra,801.0,,468.0,,0.6312056737588653,,,0.5978059810226418,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
21,warnings and precautions,hypothetical,600.0,,610.0,,0.4958677685950413,,,0.4978394502437164,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
22,warnings and precautions,negated,36.0,,308.0,,0.1046511627906976,,,0.1362836331147734,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
23,warnings and precautions,non-meddra,942.0,,518.0,,0.6452054794520548,,,0.6235110267770015,,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
0,all,all,5873.0,2537.0,271.0,0.6983353151010702,0.9558919270833334,0.793538135467798,0.7788763275895354,0.904059592541952,0.8087296154011206,OpenAI,gpt-3.5-turbo-0125,GPT-3.5,fatal-prompt-v2,no-system-prompt,temp0,train,run0,ember-v1,gpt-3.5-turbo-0125_fatal-prompt-v2_no-system-prompt
0,adverse reactions,all,2801.0,458.0,2608.0,0.8594660938938324,0.5178406359770752,0.6462851868943239,0.8026496335869681,0.5897695216907344,0.688453604345106,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
1,adverse reactions,discontinuous,22.0,,375.0,,0.0554156171284634,,,0.0640115250080131,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
2,adverse reactions,exact-meddra,2475.0,,1688.0,,0.5945231803987509,,,0.6688637758080005,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
3,adverse reactions,hypothetical,27.0,,53.0,,0.3375,,,0.4675287356321839,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
4,adverse reactions,negated,25.0,,48.0,,0.3424657534246575,,,0.2628571428571428,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
5,adverse reactions,non-meddra,326.0,,921.0,,0.2614274258219727,,,0.3636158101955343,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
6,all-concat,all,2722.0,480.0,4660.0,0.8500936914428482,0.3687347602275806,0.5143613000755858,0.8172859950149489,0.4457025859441709,0.5502308927791575,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
7,all-concat,discontinuous,29.0,,772.0,,0.0362047440699126,,,0.0490947667753114,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
8,all-concat,exact-meddra,2393.0,,2434.0,,0.4957530557281955,,,0.5757126164744358,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
9,all-concat,hypothetical,236.0,,784.0,,0.2313725490196078,,,0.3223964551583582,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
10,all-concat,negated,32.0,,100.0,,0.2424242424242424,,,0.2394557823129251,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
11,all-concat,non-meddra,329.0,,2227.0,,0.128716744913928,,,0.1927191839395106,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
12,boxed warnings,all,147.0,157.0,127.0,0.4835526315789473,0.5364963503649635,0.5086505190311419,0.5141640923686763,0.5974969474969475,0.5459532286854268,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
13,boxed warnings,discontinuous,6.0,,31.0,,0.1621621621621621,,,0.2417582417582417,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
14,boxed warnings,exact-meddra,99.0,,37.0,,0.7279411764705882,,,0.6743089112359061,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
15,boxed warnings,hypothetical,79.0,,42.0,,0.6528925619834711,,,0.6929161747343565,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
16,boxed warnings,negated,4.0,,1.0,,0.8,,,0.75,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
17,boxed warnings,non-meddra,48.0,,90.0,,0.3478260869565217,,,0.415266106442577,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
18,warnings and precautions,all,925.0,915.0,1802.0,0.5027173913043478,0.3392005867253392,0.4050799211736369,0.4949156917215525,0.4153955492157898,0.4252068140688452,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
19,warnings and precautions,discontinuous,25.0,,374.0,,0.06265664160401,,,0.1013206388206388,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
20,warnings and precautions,exact-meddra,646.0,,567.0,,0.5325638911788954,,,0.6165185556513327,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
21,warnings and precautions,hypothetical,270.0,,639.0,,0.297029702970297,,,0.386086357391052,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
22,warnings and precautions,negated,11.0,,47.0,,0.1896551724137931,,,0.2453703703703703,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
23,warnings and precautions,non-meddra,279.0,,1236.0,,0.1841584158415841,,,0.2562324482734522,,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
0,all,all,3873.0,1530.0,4537.0,0.71682398667407,0.4605231866825208,0.5347428938633894,0.6297147059291698,0.5193431100405923,0.5574325408220504,,Meta-Llama-3-8B-Instruct,Llama 3,fatal-prompt-v2,pharmexpert-v1,temp0,train,run2,strict,Meta-Llama-3-8B-Instruct_fatal-prompt-v2_pharmexpert-v1
0,adverse reactions,all,3515.0,3536.0,1228.0,0.4985108495248901,0.7410921357790428,0.5960657961675428,0.4626012556201337,0.727058425636436,0.5600166985384006,,exact,Exact MedDRA,,,,test,,strict,exact
1,adverse reactions,discontinuous,19.0,,336.0,,0.0535211267605633,,,0.065895061728395,,,exact,Exact MedDRA,,,,test,,strict,exact
2,adverse reactions,exact-meddra,3457.0,,85.0,,0.9760022586109542,,,0.9713158076705826,,,exact,Exact MedDRA,,,,test,,strict,exact
3,adverse reactions,negated,34.0,,73.0,,0.3177570093457944,,,0.335,,,exact,Exact MedDRA,,,,test,,strict,exact
4,adverse reactions,non-meddra,58.0,,1143.0,,0.0482930890924229,,,0.0388214185740484,,,exact,Exact MedDRA,,,,test,,strict,exact
5,all-concat,all,4215.0,5818.0,2550.0,0.4201136250373766,0.623059866962306,0.5018454577925943,0.3950533390838539,0.6275088039698666,0.4787442413155131,,exact,Exact MedDRA,,,,test,,strict,exact
6,all-concat,discontinuous,46.0,,784.0,,0.0554216867469879,,,0.0497561285997699,,,exact,Exact MedDRA,,,,test,,strict,exact
7,all-concat,exact-meddra,4036.0,,111.0,,0.9732336628888352,,,0.9718159400117202,,,exact,Exact MedDRA,,,,test,,strict,exact
8,all-concat,negated,78.0,,164.0,,0.3223140495867768,,,0.3472345307022726,,,exact,Exact MedDRA,,,,test,,strict,exact
9,all-concat,non-meddra,179.0,,2440.0,,0.0683466972126766,,,0.0533807435923522,,,exact,Exact MedDRA,,,,test,,strict,exact
10,boxed warnings,all,99.0,293.0,176.0,0.2525510204081632,0.36,0.2968515742128935,0.2768613484604951,0.3484866096047475,0.3469903452355929,,exact,Exact MedDRA,,,,test,,strict,exact
11,boxed warnings,discontinuous,2.0,,60.0,,0.032258064516129,,,0.0238095238095238,,,exact,Exact MedDRA,,,,test,,strict,exact
12,boxed warnings,exact-meddra,93.0,,10.0,,0.9029126213592232,,,0.9323232323232324,,,exact,Exact MedDRA,,,,test,,strict,exact
13,boxed warnings,negated,1.0,,13.0,,0.0714285714285714,,,0.1666666666666666,,,exact,Exact MedDRA,,,,test,,strict,exact
14,boxed warnings,non-meddra,6.0,,166.0,,0.0348837209302325,,,0.0313588850174216,,,exact,Exact MedDRA,,,,test,,strict,exact
15,warnings and precautions,all,1213.0,3508.0,1511.0,0.2569370895996611,0.4453010279001468,0.3258562793821356,0.2484549590015974,0.4487220073120027,0.3106065093927692,,exact,Exact MedDRA,,,,test,,strict,exact
16,warnings and precautions,discontinuous,23.0,,452.0,,0.0484210526315789,,,0.0368008033901878,,,exact,Exact MedDRA,,,,test,,strict,exact
17,warnings and precautions,exact-meddra,1072.0,,43.0,,0.9614349775784752,,,0.9621756602927696,,,exact,Exact MedDRA,,,,test,,strict,exact
18,warnings and precautions,negated,44.0,,81.0,,0.352,,,0.3774003097173828,,,exact,Exact MedDRA,,,,test,,strict,exact
19,warnings and precautions,non-meddra,141.0,,1469.0,,0.0875776397515527,,,0.0587676853671896,,,exact,Exact MedDRA,,,,test,,strict,exact
0,all,all,4827.0,7337.0,2915.0,0.3968267017428477,0.6234823043141308,0.434854258946649,0.3432225239721478,0.548067999295568,0.4248296774283353,,exact,Exact MedDRA,,,,test,,strict,exact
0,adverse reactions,all,3984.0,438.0,1425.0,0.9009497964721844,0.7365501941209096,0.8104974061641745,0.886518967037889,0.7613939192206226,0.8207006567856794,OpenAI,gpt-4-1106-preview,GPT-4,fatal-prompt-v2,pharmexpert-v1,temp0,train,run0,strict,gpt-4-1106-preview_fatal-prompt-v2_pharmexpert-v1
